doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
18164307,0,The,1,The,the,DT,_,2,det
18164307,1,effect,2,effect,effect,NN,_,0,ROOT
18164307,2,of,3,of,of,IN,_,5,case
18164307,3,coenzyme,4,coenzyme,coenzyme,NN,_,5,compound
18164307,4,Q10,5,Q10,q10,NN,_,2,nmod
18164307,5,on,6,on,on,IN,_,9,case
18164307,6,microcirculatory,7,microcirculatory,microcirculatory,JJ,_,9,amod
18164307,7,endothelial,8,endothelial,endothelial,JJ,_,9,amod
18164307,8,function,9,function,function,NN,_,2,nmod
18164307,9,of,10,of,of,IN,_,11,case
18164307,10,subjects,11,subjects,subject,NNS,_,9,nmod
18164307,11,with,12,with,with,IN,_,16,case
18164307,12,type,13,type,type,NN,_,16,compound
18164307,13,2,14,2,2,CD,_,16,nummod
18164307,14,diabetes,15,diabetes,diabetes,NN,_,16,compound
18164307,15,mellitus,16,mellitus,mellitus,NN,_,11,nmod
18164307,16,.,17,.,.,.,_,2,punct
