doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
25616941,0,Hepatic,1,Hepatic,hepatic,JJ,_,3,amod
25616941,1,cytoprotective,2,cytoprotective,cytoprotective,JJ,_,3,amod
25616941,2,effect,3,effect,effect,NN,_,0,ROOT
25616941,3,of,4,of,of,IN,_,8,case
25616941,4,ischemic,5,ischemic,ischemic,JJ,_,8,amod
25616941,5,and,6,and,and,CC,_,5,cc
25616941,6,anesthetic,7,anesthetic,anesthetic,JJ,_,5,conj
25616941,7,preconditioning,8,preconditioning,preconditioning,NN,_,3,nmod
25616941,8,before,9,before,before,IN,_,11,case
25616941,9,liver,10,liver,liver,NN,_,11,compound
25616941,10,resection,11,resection,resection,NN,_,3,nmod
25616941,11,when,12,when,when,WRB,_,13,advmod
25616941,12,using,13,using,use,VBG,_,3,advcl
25616941,13,intermittent,14,intermittent,intermittent,JJ,_,17,amod
25616941,14,vascular,15,vascular,vascular,JJ,_,17,amod
25616941,15,inflow,16,inflow,inflow,NN,_,17,compound
25616941,16,occlusion,17,occlusion,occlusion,NN,_,13,dobj
25616941,17,:,18,:,:,:,_,3,punct
25616941,18,a,19,a,a,DT,_,22,det
25616941,19,randomized,20,randomized,randomize,VBN,_,22,amod
25616941,20,clinical,21,clinical,clinical,JJ,_,22,amod
25616941,21,trial,22,trial,trial,NN,_,3,dep
25616941,22,.,23,.,.,.,_,3,punct
25616941,23,BACKGROUND,1,BACKGROUND,background,NN,_,3,compound
25616941,24,Ischemic,2,Ischemic,ischemic,JJ,_,3,amod
25616941,25,preconditioning,3,preconditioning,preconditioning,NN,_,15,nsubjpass
25616941,26,(,4,-LRB-,-lrb-,-LRB-,_,5,punct
25616941,27,IPC,5,IPC,ipc,NN,_,3,appos
25616941,28,),6,-RRB-,-rrb-,-RRB-,_,5,punct
25616941,29,and,7,and,and,CC,_,3,cc
25616941,30,anesthetic,8,anesthetic,anesthetic,JJ,_,9,amod
25616941,31,preconditioning,9,preconditioning,preconditioning,NN,_,3,conj
25616941,32,(,10,-LRB-,-lrb-,-LRB-,_,11,punct
25616941,33,APC,11,APC,apc,NN,_,9,appos
25616941,34,),12,-RRB-,-rrb-,-RRB-,_,11,punct
25616941,35,have,13,have,have,VBP,_,15,aux
25616941,36,been,14,been,be,VBN,_,15,auxpass
25616941,37,reported,15,reported,report,VBN,_,0,ROOT
25616941,38,to,16,to,to,TO,_,17,mark
25616941,39,attenuate,17,attenuate,attenuate,VB,_,15,xcomp
25616941,40,ischemia-reperfusion,18,ischemia-reperfusion,ischemia-reperfusion,NN,_,22,compound
25616941,41,(,19,-LRB-,-lrb-,-LRB-,_,20,punct
25616941,42,IR,20,IR,ir,NN,_,18,appos
25616941,43,),21,-RRB-,-rrb-,-RRB-,_,20,punct
25616941,44,injury,22,injury,injury,NN,_,17,dobj
25616941,45,after,23,after,after,IN,_,25,case
25616941,46,liver,24,liver,liver,NN,_,25,compound
25616941,47,resection,25,resection,resection,NN,_,17,nmod
25616941,48,under,26,under,under,IN,_,29,case
25616941,49,continuous,27,continuous,continuous,JJ,_,29,amod
25616941,50,inflow,28,inflow,inflow,NN,_,29,compound
25616941,51,occlusion,29,occlusion,occlusion,NN,_,25,nmod
25616941,52,.,30,.,.,.,_,15,punct
25616941,53,This,1,This,this,DT,_,2,det
25616941,54,study,2,study,study,NN,_,3,nsubj
25616941,55,evaluates,3,evaluates,evaluate,VBZ,_,0,ROOT
25616941,56,whether,4,whether,whether,IN,_,7,mark
25616941,57,these,5,these,these,DT,_,6,det
25616941,58,strategies,6,strategies,strategy,NNS,_,7,nsubj
25616941,59,enhance,7,enhance,enhance,VBP,_,3,ccomp
25616941,60,hepatic,8,hepatic,hepatic,JJ,_,9,amod
25616941,61,protection,9,protection,protection,NN,_,7,dobj
25616941,62,of,10,of,of,IN,_,12,case
25616941,63,remnant,11,remnant,remnant,JJ,_,12,amod
25616941,64,liver,12,liver,liver,NN,_,9,nmod
25616941,65,against,13,against,against,IN,_,14,case
25616941,66,IR,14,IR,IR,NNP,_,9,nmod
25616941,67,after,15,after,after,IN,_,17,case
25616941,68,liver,16,liver,liver,NN,_,17,compound
25616941,69,resection,17,resection,resection,NN,_,7,nmod
25616941,70,with,18,with,with,IN,_,20,case
25616941,71,intermittent,19,intermittent,intermittent,JJ,_,20,amod
25616941,72,clamping,20,clamping,clamp,VBG,_,17,nmod
25616941,73,(,21,-LRB-,-lrb-,-LRB-,_,22,punct
25616941,74,INT,22,INT,int,NN,_,20,appos
25616941,75,),23,-RRB-,-rrb-,-RRB-,_,22,punct
25616941,76,.,24,.,.,.,_,3,punct
25616941,77,METHODS,1,METHODS,method,NNS,_,3,compound
25616941,78,A,2,A,a,DT,_,3,det
25616941,79,total,3,total,total,NN,_,19,nsubjpass
25616941,80,of,4,of,of,IN,_,6,case
25616941,81,106,5,106,106,CD,_,6,nummod
25616941,82,patients,6,patients,patient,NNS,_,3,nmod
25616941,83,without,7,without,without,IN,_,10,case
25616941,84,underlying,8,underlying,underlie,VBG,_,10,amod
25616941,85,liver,9,liver,liver,NN,_,10,compound
25616941,86,disease,10,disease,disease,NN,_,3,nmod
25616941,87,and,11,and,and,CC,_,3,cc
25616941,88,submitted,12,submitted,submit,VBN,_,3,conj
25616941,89,to,13,to,to,TO,_,15,case
25616941,90,liver,14,liver,liver,NN,_,15,compound
25616941,91,resection,15,resection,resection,NN,_,12,nmod
25616941,92,using,16,using,use,VBG,_,12,xcomp
25616941,93,INT,17,INT,int,NN,_,16,dobj
25616941,94,were,18,were,be,VBD,_,19,auxpass
25616941,95,randomized,19,randomized,randomize,VBN,_,0,ROOT
25616941,96,into,20,into,into,IN,_,22,case
25616941,97,3,21,3,3,CD,_,22,nummod
25616941,98,groups,22,groups,group,NNS,_,19,nmod
25616941,99,:,23,:,:,:,_,22,punct
25616941,100,IPC,24,IPC,ipc,NN,_,22,dep
25616941,101,(,25,-LRB-,-lrb-,-LRB-,_,27,punct
25616941,102,10,26,10,10,CD,_,27,nummod
25616941,103,minutes,27,minutes,minute,NNS,_,24,dep
25616941,104,of,28,of,of,IN,_,30,case
25616941,105,inflow,29,inflow,inflow,NN,_,30,compound
25616941,106,occlusion,30,occlusion,occlusion,NN,_,27,nmod
25616941,107,followed,31,followed,follow,VBN,_,27,acl
25616941,108,by,32,by,by,IN,_,34,case
25616941,109,10,33,10,10,CD,_,34,nummod
25616941,110,minutes,34,minutes,minute,NNS,_,31,nmod
25616941,111,of,35,of,of,IN,_,36,case
25616941,112,reperfusion,36,reperfusion,reperfusion,NN,_,34,nmod
25616941,113,before,37,before,before,IN,_,39,case
25616941,114,liver,38,liver,liver,NN,_,39,compound
25616941,115,transection,39,transection,transection,NN,_,34,nmod
25616941,116,),40,-RRB-,-rrb-,-RRB-,_,27,punct
25616941,117,",",41,",",",",",",_,24,punct
25616941,118,APC,42,APC,apc,NN,_,45,compound
25616941,119,(,43,-LRB-,-lrb-,-LRB-,_,45,punct
25616941,120,sevoflurane,44,sevoflurane,sevoflurane,NN,_,45,compound
25616941,121,administration,45,administration,administration,NN,_,24,conj
25616941,122,for,46,for,for,IN,_,48,case
25616941,123,20,47,20,20,CD,_,48,nummod
25616941,124,minutes,48,minutes,minute,NNS,_,45,nmod
25616941,125,before,49,before,before,IN,_,51,case
25616941,126,liver,50,liver,liver,NN,_,51,compound
25616941,127,transection,51,transection,transection,NN,_,45,nmod
25616941,128,),52,-RRB-,-rrb-,-RRB-,_,45,punct
25616941,129,",",53,",",",",",",_,24,punct
25616941,130,and,54,and,and,CC,_,24,cc
25616941,131,INT,55,INT,int,NN,_,24,conj
25616941,132,(,56,-LRB-,-lrb-,-LRB-,_,58,punct
25616941,133,no,57,no,no,DT,_,58,neg
25616941,134,preconditioning,58,preconditioning,preconditioning,NN,_,55,appos
25616941,135,),59,-RRB-,-rrb-,-RRB-,_,58,punct
25616941,136,.,60,.,.,.,_,19,punct
25616941,137,Patients,1,Patients,patient,NNS,_,4,nsubjpass
25616941,138,were,2,were,be,VBD,_,4,auxpass
25616941,139,also,3,also,also,RB,_,4,advmod
25616941,140,stratified,4,stratified,stratify,VBN,_,0,ROOT
25616941,141,according,5,according,accord,VBG,_,8,case
25616941,142,to,6,to,to,TO,_,5,mwe
25616941,143,the,7,the,the,DT,_,8,det
25616941,144,extent,8,extent,extent,NN,_,4,nmod
25616941,145,of,9,of,of,IN,_,11,case
25616941,146,the,10,the,the,DT,_,11,det
25616941,147,hepatectomy,11,hepatectomy,hepatectomy,NN,_,8,nmod
25616941,148,.,12,.,.,.,_,4,punct
25616941,149,Cytoprotection,1,Cytoprotection,cytoprotection,NN,_,3,nsubjpass
25616941,150,was,2,was,be,VBD,_,3,auxpass
25616941,151,evaluated,3,evaluated,evaluate,VBN,_,0,ROOT
25616941,152,by,4,by,by,IN,_,5,mark
25616941,153,comparing,5,comparing,compare,VBG,_,3,advcl
25616941,154,hepatocyte,6,hepatocyte,hepatocyte,NN,_,5,dobj
25616941,155,and,7,and,and,CC,_,6,cc
25616941,156,endothelial,8,endothelial,endothelial,JJ,_,10,amod
25616941,157,dysfunction,9,dysfunction,dysfunction,NN,_,10,compound
25616941,158,markers,10,markers,marker,NNS,_,6,conj
25616941,159,",",11,",",",",",",_,6,punct
25616941,160,apoptosis,12,apoptosis,apoptosis,NN,_,6,conj
25616941,161,",",13,",",",",",",_,6,punct
25616941,162,histologic,14,histologic,histologic,JJ,_,15,amod
25616941,163,lesions,15,lesions,lesion,NNS,_,6,conj
25616941,164,",",16,",",",",",",_,6,punct
25616941,165,and,17,and,and,CC,_,6,cc
25616941,166,postoperative,18,postoperative,postoperative,JJ,_,19,amod
25616941,167,outcome,19,outcome,outcome,NN,_,6,conj
25616941,168,.,20,.,.,.,_,3,punct
25616941,169,RESULTS,1,RESULTS,result,NNS,_,3,compound
25616941,170,No,2,No,no,DT,_,3,neg
25616941,171,differences,3,differences,difference,NNS,_,5,nsubjpass
25616941,172,were,4,were,be,VBD,_,5,auxpass
25616941,173,observed,5,observed,observe,VBN,_,0,ROOT
25616941,174,in,6,in,in,IN,_,8,case
25616941,175,preoperative,7,preoperative,preoperative,JJ,_,8,amod
25616941,176,chemotherapy,8,chemotherapy,chemotherapy,NN,_,5,nmod
25616941,177,and,9,and,and,CC,_,8,cc
25616941,178,steatosis,10,steatosis,steatosis,NN,_,8,conj
25616941,179,",",11,",",",",",",_,8,punct
25616941,180,total,12,total,total,JJ,_,15,amod
25616941,181,warm,13,warm,warm,JJ,_,15,amod
