doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
7485923,0,[,1,-LSB-,-lsb-,-LRB-,_,3,punct
7485923,1,Erythropoietin,2,Erythropoietin,erythropoietin,NN,_,3,compound
7485923,2,therapy,3,therapy,therapy,NN,_,0,ROOT
7485923,3,during,4,during,during,IN,_,8,case
7485923,4,frequent,5,frequent,frequent,JJ,_,8,amod
7485923,5,autologous,6,autologous,autologous,JJ,_,8,amod
7485923,6,blood,7,blood,blood,NN,_,8,compound
7485923,7,donations,8,donations,donation,NNS,_,3,nmod
7485923,8,.,9,.,.,.,_,3,punct
7485923,9,Dose-finding,1,Dose-finding,dose-finding,JJ,_,2,amod
7485923,10,study,2,study,study,NN,_,0,ROOT
7485923,11,],3,-RSB-,-rsb-,-RRB-,_,2,punct
7485923,12,.,4,.,.,.,_,2,punct
7485923,13,Avoidance,1,Avoidance,Avoidance,NNP,_,17,nsubj
7485923,14,of,2,of,of,IN,_,5,case
7485923,15,homologous,3,homologous,homologous,JJ,_,5,amod
7485923,16,blood,4,blood,blood,NN,_,5,compound
7485923,17,products,5,products,product,NNS,_,1,nmod
7485923,18,and,6,and,and,CC,_,5,cc
7485923,19,patients,7,patients,patient,NNS,_,9,nmod:poss
7485923,20,',8,',',POS,_,7,case
7485923,21,demand,9,demand,demand,NN,_,5,conj
7485923,22,for,10,for,for,IN,_,15,case
7485923,23,preoperative,11,preoperative,preoperative,JJ,_,15,amod
7485923,24,autologous,12,autologous,autologous,JJ,_,15,amod
7485923,25,blood,13,blood,blood,NN,_,15,compound
7485923,26,donation,14,donation,donation,NN,_,15,compound
7485923,27,programs,15,programs,program,NNS,_,9,nmod
7485923,28,are,16,are,be,VBP,_,17,aux
7485923,29,increasing,17,increasing,increase,VBG,_,0,ROOT
7485923,30,.,18,.,.,.,_,17,punct
7485923,31,As,1,As,as,IN,_,2,case
7485923,32,many,2,many,many,JJ,_,7,nmod
7485923,33,of,3,of,of,IN,_,5,case
7485923,34,these,4,these,these,DT,_,5,det
7485923,35,patients,5,patients,patient,NNS,_,2,nmod
7485923,36,are,6,are,be,VBP,_,7,cop
7485923,37,older,7,older,older,JJR,_,36,advcl
7485923,38,",",8,",",",",",",_,7,punct
7485923,39,with,9,with,with,IN,_,13,case
7485923,40,a,10,a,a,DT,_,13,det
7485923,41,compromised,11,compromised,compromise,VBN,_,13,amod
7485923,42,cardiovascular,12,cardiovascular,cardiovascular,JJ,_,13,amod
7485923,43,system,13,system,system,NN,_,7,nmod
7485923,44,and,14,and,and,CC,_,13,cc
7485923,45,a,15,a,a,DT,_,17,det
7485923,46,slow,16,slow,slow,JJ,_,17,amod
7485923,47,response,17,response,response,NN,_,13,conj
7485923,48,of,18,of,of,IN,_,21,case
7485923,49,the,19,the,the,DT,_,21,det
7485923,50,erythropoietic,20,erythropoietic,erythropoietic,JJ,_,21,amod
7485923,51,system,21,system,system,NN,_,17,nmod
7485923,52,when,22,when,when,WRB,_,24,advmod
7485923,53,anemia,23,anemia,anemia,NN,_,24,nsubj
7485923,54,occurs,24,occurs,occur,VBZ,_,36,advcl
