doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
10084579,0,Genotyping,1,Genotyping,genotyping,NN,_,0,ROOT
10084579,1,of,2,of,of,IN,_,3,case
10084579,2,CYP21,3,CYP21,cyp21,NN,_,1,nmod
10084579,3,",",4,",",",",",",_,3,punct
10084579,4,linked,5,linked,link,VBN,_,8,amod
10084579,5,chromosome,6,chromosome,chromosome,NN,_,8,compound
10084579,6,6p,7,6p,6p,NN,_,8,compound
10084579,7,markers,8,markers,marker,NNS,_,3,conj
10084579,8,",",9,",",",",",",_,3,punct
10084579,9,and,10,and,and,CC,_,3,cc
10084579,10,a,11,a,a,DT,_,13,det
10084579,11,sex-specific,12,sex-specific,sex-specific,JJ,_,13,amod
10084579,12,gene,13,gene,gene,NN,_,3,conj
10084579,13,in,14,in,in,IN,_,16,case
10084579,14,neonatal,15,neonatal,neonatal,JJ,_,16,amod
10084579,15,screening,16,screening,screening,NN,_,13,nmod
10084579,16,for,17,for,for,IN,_,20,case
10084579,17,congenital,18,congenital,congenital,JJ,_,20,amod
10084579,18,adrenal,19,adrenal,adrenal,JJ,_,20,amod
10084579,19,hyperplasia,20,hyperplasia,hyperplasia,NN,_,16,nmod
10084579,20,.,21,.,.,.,_,1,punct
10084579,21,We,1,We,we,PRP,_,2,nsubj
10084579,22,investigated,2,investigated,investigate,VBD,_,0,ROOT
10084579,23,the,3,the,the,DT,_,7,det
10084579,24,feasibility,4,feasibility,feasibility,NN,_,7,amod
10084579,25,and,5,and,and,CC,_,4,cc
10084579,26,diagnostic,6,diagnostic,diagnostic,JJ,_,4,conj
10084579,27,utility,7,utility,utility,NN,_,2,dobj
10084579,28,of,8,of,of,IN,_,9,mark
10084579,29,genotyping,9,genotyping,genotype,VBG,_,7,acl
10084579,30,9,10,9,9,CD,_,12,nummod
10084579,31,CYP21,11,CYP21,cyp21,NN,_,12,compound
10084579,32,mutations,12,mutations,mutation,NNS,_,9,dobj
10084579,33,",",13,",",",",",",_,7,punct
10084579,34,linked,14,linked,link,VBN,_,17,amod
10084579,35,chromosome,15,chromosome,chromosome,NN,_,17,compound
10084579,36,6p,16,6p,6p,NN,_,17,compound
10084579,37,markers,17,markers,marker,NNS,_,7,conj
10084579,38,",",18,",",",",",",_,7,punct
10084579,39,and,19,and,and,CC,_,7,cc
10084579,40,a,20,a,a,DT,_,23,det
10084579,41,dimorphic,21,dimorphic,dimorphic,JJ,_,23,amod
10084579,42,X-Y,22,X-Y,x-y,NN,_,23,compound
10084579,43,marker,23,marker,marker,NN,_,7,conj
10084579,44,from,24,from,from,IN,_,27,case
10084579,45,neonatal,25,neonatal,neonatal,JJ,_,27,amod
10084579,46,screening,26,screening,screening,NN,_,27,compound
10084579,47,samples,27,samples,sample,NNS,_,23,nmod
10084579,48,.,28,.,.,.,_,2,punct
10084579,49,Blood-impregnated,1,Blood-impregnated,blood-impregnated,JJ,_,3,amod
10084579,50,filter,2,filter,filter,NN,_,3,compound
10084579,51,papers,3,papers,papers,NNS,_,16,nsubjpass
10084579,52,(,4,-LRB-,-lrb-,-LRB-,_,6,punct
10084579,53,Guthrie,5,Guthrie,Guthrie,NNP,_,6,compound
10084579,54,cards,6,cards,card,NNS,_,3,appos
10084579,55,),7,-RRB-,-rrb-,-RRB-,_,6,punct
10084579,56,from,8,from,from,IN,_,14,case
10084579,57,603,9,603,603,CD,_,14,nummod
10084579,58,randomly,10,randomly,randomly,RB,_,11,advmod
10084579,59,chosen,11,chosen,choose,VBN,_,14,amod
10084579,60,New,12,New,New,NNP,_,14,compound
10084579,61,Zealand,13,Zealand,Zealand,NNP,_,14,compound
10084579,62,neonates,14,neonates,neonate,NNS,_,3,nmod
10084579,63,were,15,were,be,VBD,_,16,auxpass
10084579,64,genotyped,16,genotyped,genotype,VBN,_,0,ROOT
10084579,65,blind,17,blind,blind,JJ,_,23,amod
10084579,66,to,18,to,to,TO,_,19,case
10084579,67,17-hydroxyprogesterone,19,17-hydroxyprogesterone,17-hydroxyprogesterone,NN,_,17,nmod
10084579,68,(,20,-LRB-,-lrb-,-LRB-,_,21,punct
10084579,69,17-OHP,21,17-OHP,17-ohp,NN,_,19,appos
10084579,70,),22,-RRB-,-rrb-,-RRB-,_,21,punct
10084579,71,levels,23,levels,level,NNS,_,16,dobj
10084579,72,.,24,.,.,.,_,16,punct
10084579,73,Another,1,Another,another,DT,_,3,det
10084579,74,50,2,50,50,CD,_,3,nummod
10084579,75,samples,3,samples,sample,NNS,_,16,nsubjpass
10084579,76,from,4,from,from,IN,_,9,case
10084579,77,Swiss,5,Swiss,swiss,JJ,_,9,amod
10084579,78,and,6,and,and,CC,_,5,cc
10084579,79,North,7,North,north,JJ,_,5,conj
10084579,80,American,8,American,american,JJ,_,9,amod
10084579,81,infants,9,infants,infant,NNS,_,3,nmod
10084579,82,with,10,with,with,IN,_,13,case
10084579,83,correlative,11,correlative,correlative,JJ,_,13,amod
10084579,84,hormonal,12,hormonal,hormonal,JJ,_,13,amod
10084579,85,data,13,data,datum,NNS,_,9,nmod
10084579,86,were,14,were,be,VBD,_,16,auxpass
10084579,87,also,15,also,also,RB,_,16,advmod
10084579,88,genotyped,16,genotyped,genotype,VBN,_,0,ROOT
10084579,89,.,17,.,.,.,_,16,punct
10084579,90,DNA,1,DNA,dna,NN,_,3,nsubjpass
10084579,91,was,2,was,be,VBD,_,3,auxpass
10084579,92,extracted,3,extracted,extract,VBN,_,0,ROOT
10084579,93,",",4,",",",",",",_,3,punct
10084579,94,and,5,and,and,CC,_,3,cc
10084579,95,gene-specific,6,gene-specific,gene-specific,JJ,_,7,amod
10084579,96,PCR,7,PCR,pcr,NN,_,9,nsubjpass
10084579,97,was,8,was,be,VBD,_,9,auxpass
10084579,98,performed,9,performed,perform,VBN,_,3,conj
10084579,99,.,10,.,.,.,_,3,punct
10084579,100,CYP21,1,CYP21,cyp21,NN,_,3,compound
10084579,101,PCR,2,PCR,pcr,NN,_,3,compound
10084579,102,products,3,products,product,NNS,_,5,nsubjpass
10084579,103,were,4,were,be,VBD,_,5,auxpass
10084579,104,subjected,5,subjected,subject,VBN,_,0,ROOT
10084579,105,to,6,to,to,TO,_,7,mark
10084579,106,ligase,7,ligase,ligase,VB,_,5,xcomp
10084579,107,detection,8,detection,detection,NN,_,9,compound
10084579,108,reaction,9,reaction,reaction,NN,_,7,dobj
10084579,109,",",10,",",",",",",_,5,punct
10084579,110,simultaneously,11,simultaneously,simultaneously,RB,_,12,advmod
10084579,111,analyzing,12,analyzing,analyze,VBG,_,5,xcomp
10084579,112,9,13,9,9,CD,_,15,nummod
10084579,113,CYP21,14,CYP21,cyp21,NN,_,15,compound
10084579,114,mutations,15,mutations,mutation,NNS,_,12,dobj
10084579,115,;,16,;,;,:,_,5,punct
10084579,116,PCR,17,PCR,pcr,NN,_,18,compound
10084579,117,products,18,products,product,NNS,_,23,nsubjpass
10084579,118,of,19,of,of,IN,_,21,case
10084579,119,other,20,other,other,JJ,_,21,amod
10084579,120,genes,21,genes,gene,NNS,_,18,nmod
10084579,121,were,22,were,be,VBD,_,23,auxpass
10084579,122,subjected,23,subjected,subject,VBN,_,5,parataxis
10084579,123,to,24,to,to,TO,_,25,mark
10084579,124,direct,25,direct,direct,VB,_,23,xcomp
10084579,125,gel,26,gel,gel,NN,_,27,compound
10084579,126,analysis,27,analysis,analysis,NN,_,25,dobj
10084579,127,.,28,.,.,.,_,5,punct
10084579,128,CYP21,1,CYP21,cyp21,NN,_,2,compound
10084579,129,genotyping,2,genotyping,genotyping,NN,_,3,nsubj
10084579,130,indicated,3,indicated,indicate,VBD,_,0,ROOT
10084579,131,a,4,a,a,DT,_,6,det
10084579,132,heterozygote,5,heterozygote,heterozygote,NN,_,6,compound
10084579,133,rate,6,rate,rate,NN,_,3,dobj
10084579,134,of,7,of,of,IN,_,9,case
10084579,135,2.8,8,2.8,2.8,CD,_,9,nummod
10084579,136,%,9,%,%,NN,_,6,nmod
10084579,137,for,10,for,for,IN,_,12,case
10084579,138,classic,11,classic,classic,JJ,_,12,amod
10084579,139,mutations,12,mutations,mutation,NNS,_,6,nmod
10084579,140,(,13,-LRB-,-lrb-,-LRB-,_,16,punct
10084579,141,excluding,14,excluding,exclude,VBG,_,16,case
10084579,142,CYP21,15,CYP21,cyp21,NN,_,16,compound
10084579,143,deletions,16,deletions,deletion,NNS,_,12,nmod
10084579,144,),17,-RRB-,-rrb-,-RRB-,_,16,punct
10084579,145,",",18,",",",",",",_,3,punct
10084579,146,and,19,and,and,CC,_,3,cc
10084579,147,2.0,20,2.0,2.0,CD,_,21,nummod
10084579,148,%,21,%,%,NN,_,3,conj
10084579,149,for,22,for,for,IN,_,24,case
10084579,150,nonclassic,23,nonclassic,nonclassic,JJ,_,24,amod
10084579,151,mutations,24,mutations,mutation,NNS,_,21,nmod
