doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
16601648,0,Risperidone,1,Risperidone,Risperidone,NNP,_,4,amod
16601648,1,and,2,and,and,CC,_,1,cc
16601648,2,adaptive,3,adaptive,adaptive,JJ,_,1,conj
16601648,3,behavior,4,behavior,behavior,NN,_,0,ROOT
16601648,4,in,5,in,in,IN,_,6,case
16601648,5,children,6,children,child,NNS,_,4,nmod
16601648,6,with,7,with,with,IN,_,8,case
16601648,7,autism,8,autism,autism,NN,_,6,nmod
16601648,8,.,9,.,.,.,_,4,punct
16601648,9,OBJECTIVE,1,OBJECTIVE,objective,NN,_,0,ROOT
16601648,10,To,2,To,to,TO,_,3,mark
16601648,11,evaluate,3,evaluate,evaluate,VB,_,1,acl
16601648,12,the,4,the,the,DT,_,5,det
16601648,13,impact,5,impact,impact,NN,_,3,dobj
16601648,14,of,6,of,of,IN,_,7,case
16601648,15,risperidone,7,risperidone,risperidone,NN,_,5,nmod
16601648,16,on,8,on,on,IN,_,10,case
16601648,17,adaptive,9,adaptive,adaptive,JJ,_,10,amod
16601648,18,behavior,10,behavior,behavior,NN,_,5,nmod
16601648,19,in,11,in,in,IN,_,12,case
16601648,20,children,12,children,child,NNS,_,10,nmod
16601648,21,with,13,with,with,IN,_,15,case
16601648,22,autistic,14,autistic,autistic,JJ,_,15,amod
16601648,23,disorder,15,disorder,disorder,NN,_,12,nmod
16601648,24,who,16,who,who,WP,_,17,nsubj
16601648,25,have,17,have,have,VBP,_,12,acl:relcl
16601648,26,serious,18,serious,serious,JJ,_,20,amod
16601648,27,behavior,19,behavior,behavior,NN,_,20,compound
16601648,28,problems,20,problems,problem,NNS,_,17,dobj
16601648,29,and,21,and,and,CC,_,17,cc
16601648,30,to,22,to,to,TO,_,23,mark
16601648,31,examine,23,examine,examine,VB,_,17,conj
16601648,32,different,24,different,different,JJ,_,25,amod
16601648,33,methods,25,methods,method,NNS,_,23,dobj
16601648,34,of,26,of,of,IN,_,27,mark
16601648,35,scoring,27,scoring,score,VBG,_,25,acl
16601648,36,the,28,the,the,DT,_,32,det
16601648,37,Vineland,29,Vineland,Vineland,NNP,_,32,compound
16601648,38,Adaptive,30,Adaptive,Adaptive,NNP,_,32,compound
16601648,39,Behavior,31,Behavior,Behavior,NNP,_,32,compound
16601648,40,Scales,32,Scales,Scales,NNP,_,27,dobj
16601648,41,to,33,to,to,TO,_,34,mark
16601648,42,measure,34,measure,measure,VB,_,27,xcomp
16601648,43,change,35,change,change,NN,_,34,dobj
16601648,44,.,36,.,.,.,_,1,punct
16601648,45,METHOD,1,METHOD,method,NN,_,3,compound
16601648,46,Forty-eight,2,Forty-eight,forty-eight,CD,_,3,nummod
16601648,47,children,3,children,child,NNS,_,24,nsubjpass
16601648,48,(,4,-LRB-,-lrb-,-LRB-,_,6,punct
16601648,49,5,5,5,5,CD,_,6,nummod
16601648,50,years,6,years,year,NNS,_,3,dep
16601648,51,to,7,to,to,TO,_,6,dep
16601648,52,16,8,16,16,CD,_,9,nummod
16601648,53,years,9,years,year,NNS,_,6,dep
16601648,54,",",10,",",",",",",_,6,punct
16601648,55,5,11,5,5,CD,_,12,nummod
16601648,56,months,12,months,month,NNS,_,6,dep
16601648,57,),13,-RRB-,-rrb-,-RRB-,_,6,punct
16601648,58,who,14,who,who,WP,_,15,nsubj
16601648,59,showed,15,showed,show,VBD,_,3,acl:relcl
16601648,60,behavioral,16,behavioral,behavioral,JJ,_,17,amod
16601648,61,improvement,17,improvement,improvement,NN,_,15,dobj
16601648,62,during,18,during,during,IN,_,20,case
16601648,63,acute,19,acute,acute,JJ,_,20,amod
16601648,64,treatment,20,treatment,treatment,NN,_,15,nmod
16601648,65,with,21,with,with,IN,_,22,case
16601648,66,risperidone,22,risperidone,risperidone,NN,_,20,nmod
16601648,67,were,23,were,be,VBD,_,24,auxpass
16601648,68,followed,24,followed,follow,VBN,_,0,ROOT
16601648,69,for,25,for,for,IN,_,27,case
16601648,70,6,26,6,6,CD,_,27,nummod
16601648,71,months,27,months,month,NNS,_,24,nmod
16601648,72,and,28,and,and,CC,_,24,cc
16601648,73,assessed,29,assessed,assess,VBN,_,24,conj
16601648,74,with,30,with,with,IN,_,33,case
16601648,75,the,31,the,the,DT,_,33,det
16601648,76,Vineland,32,Vineland,Vineland,NNP,_,33,compound
16601648,77,Scales,33,Scales,Scales,NNP,_,29,nmod
