doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
8363113,0,Use,1,Use,use,NN,_,0,ROOT
8363113,1,of,2,of,of,IN,_,4,case
8363113,2,activated,3,activated,activate,VBN,_,4,amod
8363113,3,charcoal,4,charcoal,charcoal,NN,_,1,nmod
8363113,4,in,5,in,in,IN,_,8,case
8363113,5,a,6,a,a,DT,_,8,det
8363113,6,simulated,7,simulated,simulated,JJ,_,8,amod
8363113,7,poisoning,8,poisoning,poisoning,NN,_,1,nmod
8363113,8,with,9,with,with,IN,_,10,case
8363113,9,acetaminophen,10,acetaminophen,acetaminophen,NN,_,8,nmod
8363113,10,:,11,:,:,:,_,1,punct
8363113,11,a,12,a,a,DT,_,15,det
8363113,12,new,13,new,new,JJ,_,15,amod
8363113,13,loading,14,loading,load,VBG,_,15,compound
8363113,14,dose,15,dose,dose,NN,_,1,dep
8363113,15,for,16,for,for,IN,_,17,case
8363113,16,N-acetylcysteine,17,N-acetylcysteine,n-acetylcysteine,NN,_,15,nmod
8363113,17,?,18,?,?,.,_,1,punct
8363113,18,STUDY,1,STUDY,study,NN,_,2,compound
8363113,19,OBJECTIVES,2,OBJECTIVES,objective,NNS,_,0,ROOT
8363113,20,To,3,To,to,TO,_,4,mark
8363113,21,investigate,4,investigate,investigate,VB,_,2,acl
8363113,22,the,5,the,the,DT,_,6,det
8363113,23,ability,6,ability,ability,NN,_,4,dobj
8363113,24,of,7,of,of,IN,_,10,case
8363113,25,a,8,a,a,DT,_,10,det
8363113,26,supranormal,9,supranormal,supranormal,JJ,_,10,amod
8363113,27,dose,10,dose,dose,NN,_,6,nmod
8363113,28,of,11,of,of,IN,_,12,case
8363113,29,N-acetylcysteine,12,N-acetylcysteine,n-acetylcysteine,NN,_,10,nmod
8363113,30,to,13,to,to,TO,_,14,mark
8363113,31,overcome,14,overcome,overcome,VB,_,6,acl
8363113,32,the,15,the,the,DT,_,16,det
8363113,33,effects,16,effects,effect,NNS,_,14,dobj
