doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
20440639,0,Randomized,1,Randomized,randomize,VBN,_,3,amod
20440639,1,controlled,2,controlled,controlled,JJ,_,3,amod
20440639,2,trial,3,trial,trial,NN,_,0,ROOT
20440639,3,of,4,of,of,IN,_,8,case
20440639,4,the,5,the,the,DT,_,8,det
20440639,5,focus,6,focus,focus,NN,_,8,compound
20440639,6,parent,7,parent,parent,NN,_,8,compound
20440639,7,training,8,training,training,NN,_,3,nmod
20440639,8,for,9,for,for,IN,_,10,case
20440639,9,toddlers,10,toddlers,toddler,NNS,_,8,nmod
20440639,10,with,11,with,with,IN,_,12,case
20440639,11,autism,12,autism,autism,NN,_,10,nmod
20440639,12,:,13,:,:,:,_,3,punct
20440639,13,1-year,14,1-year,1-year,JJ,_,15,amod
20440639,14,outcome,15,outcome,outcome,NN,_,3,dep
20440639,15,.,16,.,.,.,_,3,punct
20440639,16,This,1,This,this,DT,_,4,det
20440639,17,randomized,2,randomized,randomized,JJ,_,4,amod
20440639,18,controlled,3,controlled,controlled,JJ,_,4,amod
20440639,19,trial,4,trial,trial,NN,_,0,ROOT
20440639,20,compared,5,compared,compare,VBN,_,6,amod
20440639,21,results,6,results,result,NNS,_,4,dep
20440639,22,obtained,7,obtained,obtain,VBN,_,6,acl
20440639,23,after,8,after,after,IN,_,10,case
20440639,24,12,9,12,12,CD,_,10,nummod
20440639,25,months,10,months,month,NNS,_,7,nmod
20440639,26,of,11,of,of,IN,_,14,case
20440639,27,nonintensive,12,nonintensive,nonintensive,JJ,_,14,amod
20440639,28,parent,13,parent,parent,NN,_,14,compound
20440639,29,training,14,training,training,NN,_,10,nmod
20440639,30,plus,15,plus,plus,CC,_,14,cc
20440639,31,care-as-usual,16,care-as-usual,care-as-usual,JJ,_,14,conj
20440639,32,and,17,and,and,CC,_,6,cc
20440639,33,care-as-usual,18,care-as-usual,care-as-usual,JJ,_,6,conj
20440639,34,alone,19,alone,alone,RB,_,18,advmod
20440639,35,.,20,.,.,.,_,4,punct
20440639,36,The,1,The,the,DT,_,2,det
20440639,37,training,2,training,training,NN,_,3,nsubj
20440639,38,focused,3,focused,focus,VBD,_,0,ROOT
20440639,39,on,4,on,on,IN,_,5,mark
20440639,40,stimulating,5,stimulating,stimulate,VBG,_,3,advcl
20440639,41,joint,6,joint,joint,JJ,_,7,amod
20440639,42,attention,7,attention,attention,NN,_,5,dobj
20440639,43,and,8,and,and,CC,_,7,cc
20440639,44,language,9,language,language,NN,_,10,compound
20440639,45,skills,10,skills,skill,NNS,_,7,conj
20440639,46,and,11,and,and,CC,_,3,cc
20440639,47,was,12,was,be,VBD,_,13,auxpass
20440639,48,based,13,based,base,VBN,_,3,conj
20440639,49,on,14,on,on,IN,_,16,case
20440639,50,the,15,the,the,DT,_,16,det
20440639,51,intervention,16,intervention,intervention,NN,_,13,nmod
20440639,52,described,17,described,describe,VBN,_,16,acl
20440639,53,by,18,by,by,IN,_,21,case
20440639,54,Drew,19,Drew,Drew,NNP,_,21,compound
20440639,55,et,20,et,et,FW,_,21,compound
20440639,56,al,21,al.,al.,FW,_,17,nmod
20440639,57,.,22,-LRB-,-lrb-,-LRB-,_,26,punct
20440639,58,(,23,Eur,Eur,NNP,_,26,compound
20440639,59,Eur,24,Child,Child,NNP,_,26,compound
20440639,60,Child,25,Adolesc,Adolesc,NNP,_,26,compound
20440639,61,Adolesc,26,Psychiatr,Psychiatr,NNP,_,21,dep
20440639,62,Psychiatr,27,11:266-272,11:266-272,CD,_,26,nummod
20440639,63,11:266-272,28,",",",",",",_,26,punct
20440639,64,",",29,2002,2002,CD,_,26,amod
20440639,65,2002,30,-RRB-,-rrb-,-RRB-,_,26,punct
20440639,66,),31,.,.,.,_,3,punct
20440639,67,.,1,Seventy-five,seventy-five,CD,_,2,nummod
20440639,68,Seventy-five,2,toddlers,toddler,NNS,_,25,nsubjpass
20440639,69,toddlers,3,with,with,IN,_,6,case
20440639,70,with,4,autism,autism,NN,_,6,compound
20440639,71,autism,5,spectrum,spectrum,NN,_,6,compound
20440639,72,spectrum,6,disorder,disorder,NN,_,2,nmod
20440639,73,disorder,7,-LRB-,-lrb-,-LRB-,_,9,punct
20440639,74,(,8,65,65,CD,_,9,nummod
20440639,75,65,9,autism,autism,NN,_,6,dep
20440639,76,autism,10,",",",",",",_,9,punct
20440639,77,",",11,10,10,CD,_,12,nummod
20440639,78,10,12,PDD-NOS,pdd-nos,NN,_,9,appos
20440639,79,PDD-NOS,13,",",",",",",_,9,punct
20440639,80,",",14,mean,mean,VB,_,9,acl
20440639,81,mean,15,age,age,NN,_,16,nsubj
20440639,82,age,16,=,=,JJ,_,14,ccomp
20440639,83,=,17,34.4,34.4,CD,_,18,nummod
20440639,84,34.4,18,months,month,NNS,_,16,nmod:tmod
20440639,85,months,19,",",",",",",_,18,punct
20440639,86,",",20,SD,sd,NN,_,18,appos
20440639,87,SD,21,=,=,JJ,_,20,amod
20440639,88,=,22,6.2,6.2,CD,_,21,dep
20440639,89,6.2,23,-RRB-,-rrb-,-RRB-,_,9,punct
20440639,90,),24,were,be,VBD,_,25,auxpass
20440639,91,were,25,enrolled,enrol,VBN,_,0,ROOT
20440639,92,enrolled,26,.,.,.,_,25,punct
20440639,93,.,1,Analyses,analysis,NNS,_,3,nsubjpass
20440639,94,Analyses,2,were,be,VBD,_,3,auxpass
20440639,95,were,3,conducted,conduct,VBN,_,0,ROOT
20440639,96,conducted,4,on,on,IN,_,7,case
20440639,97,on,5,a,a,DT,_,7,det
20440639,98,a,6,final,final,JJ,_,7,amod
20440639,99,final,7,sample,sample,NN,_,3,nmod
20440639,100,sample,8,of,of,IN,_,10,case
20440639,101,of,9,67,67,CD,_,10,nummod
20440639,102,67,10,children,child,NNS,_,7,nmod
20440639,103,children,11,-LRB-,-lrb-,-LRB-,_,12,punct
20440639,104,(,12,lost,lose,VBN,_,10,dep
20440639,105,lost,13,to,to,TO,_,14,case
20440639,106,to,14,follow-up,follow-up,NN,_,12,nmod
20440639,107,follow-up,15,=,=,JJ,_,12,dep
20440639,108,=,16,8,8,CD,_,15,dep
20440639,109,8,17,-RRB-,-rrb-,-RRB-,_,12,punct
20440639,110,),18,.,.,.,_,3,punct
20440639,111,.,1,No,no,DT,_,4,neg
20440639,112,No,2,significant,significant,JJ,_,4,amod
20440639,113,significant,3,intervention,intervention,NN,_,4,compound
20440639,114,intervention,4,effects,effect,NNS,_,6,nsubjpass
20440639,115,effects,5,were,be,VBD,_,6,auxpass
20440639,116,were,6,found,find,VBN,_,0,ROOT
20440639,117,found,7,for,for,IN,_,8,case
20440639,118,for,8,any,any,DT,_,6,nmod
20440639,119,any,9,of,of,IN,_,20,case
20440639,120,of,10,the,the,DT,_,20,det
20440639,121,the,11,primary,primary,JJ,_,20,amod
20440639,122,primary,12,-LRB-,-lrb-,-LRB-,_,13,punct
20440639,123,(,13,language,language,NN,_,11,dep
20440639,124,language,14,-RRB-,-rrb-,-RRB-,_,13,punct
20440639,125,),15,",",",",",",_,11,punct
20440639,126,",",16,secondary,secondary,JJ,_,11,dep
20440639,127,secondary,17,-LRB-,-lrb-,-LRB-,_,20,punct
20440639,128,(,18,global,global,JJ,_,20,amod
20440639,129,global,19,clinical,clinical,JJ,_,20,amod
20440639,130,clinical,20,improvement,improvement,NN,_,8,nmod
20440639,131,improvement,21,-RRB-,-rrb-,-RRB-,_,6,punct
20440639,132,),22,",",",",",",_,6,punct
20440639,133,",",23,or,or,CC,_,6,cc
20440639,134,or,24,mediating,mediate,VBG,_,6,conj
20440639,135,mediating,25,-LRB-,-lrb-,-LRB-,_,27,punct
20440639,136,(,26,child,child,NN,_,27,compound
20440639,137,child,27,engagement,engagement,NN,_,24,dep
20440639,138,engagement,28,",",",",",",_,27,punct
20440639,139,",",29,early,early,JJ,_,30,amod
20440639,140,early,30,precursors,precursor,NNS,_,27,conj
20440639,141,precursors,31,of,of,IN,_,33,case
20440639,142,of,32,social,social,JJ,_,33,amod
20440639,143,social,33,communication,communication,NN,_,30,nmod
20440639,144,communication,34,",",",",",",_,27,punct
20440639,145,",",35,or,or,CC,_,27,cc
20440639,146,or,36,parental,parental,JJ,_,37,amod
20440639,147,parental,37,skills,skill,NNS,_,27,conj
20440639,148,skills,38,-RRB-,-rrb-,-RRB-,_,27,punct
20440639,149,),39,outcome,outcome,NN,_,40,compound
20440639,150,outcome,40,variables,variable,NNS,_,24,dobj
20440639,151,variables,41,",",",",",",_,6,punct
20440639,152,",",42,suggesting,suggest,VBG,_,6,advcl
20440639,153,suggesting,43,that,that,IN,_,54,mark
20440639,154,that,44,the,the,DT,_,48,det
20440639,155,the,45,`,`,``,_,48,punct
20440639,156,'Focus,46,Focus,focus,NN,_,48,compound
20440639,157,parent,47,parent,parent,NN,_,48,compound
20440639,158,training,48,training,training,NN,_,54,nsubj
20440639,159,',49,',','',_,48,punct
20440639,160,was,50,was,be,VBD,_,54,cop
20440639,161,not,51,not,not,RB,_,54,neg
20440639,162,of,52,of,of,IN,_,54,case
20440639,163,additional,53,additional,additional,JJ,_,54,amod
20440639,164,value,54,value,value,NN,_,42,ccomp
20440639,165,to,55,to,to,TO,_,59,case
20440639,166,the,56,the,the,DT,_,59,det
20440639,167,more,57,more,more,JJR,_,59,amod
20440639,168,general,58,general,general,JJ,_,59,amod
20440639,169,care-as-usual,59,care-as-usual,care-as-usual,NN,_,54,nmod
20440639,170,.,60,.,.,.,_,6,punct
