doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
3313023,0,[,1,-LSB-,-lsb-,-LRB-,_,2,punct
3313023,1,Prevention,2,Prevention,Prevention,NNP,_,0,ROOT
3313023,2,of,3,of,of,IN,_,4,case
3313023,3,migraine,4,migraine,migraine,NN,_,2,nmod
3313023,4,with,5,with,with,IN,_,6,case
3313023,5,flunarizine,6,flunarizine,flunarizine,NN,_,2,nmod
3313023,6,and,7,and,and,CC,_,6,cc
3313023,7,acetylsalicylic,8,acetylsalicylic,acetylsalicylic,JJ,_,9,amod
3313023,8,acid,9,acid,acid,NN,_,6,conj
3313023,9,.,10,.,.,.,_,2,punct
3313023,10,A,1,A,a,DT,_,3,det
3313023,11,double-blind,2,double-blind,double-blind,JJ,_,3,amod
3313023,12,study,3,study,study,NN,_,0,ROOT
3313023,13,],4,-RSB-,-rsb-,-RRB-,_,3,punct
3313023,14,.,5,.,.,.,_,3,punct
3313023,15,UNLABELLED,1,UNLABELLED,unlabelled,JJ,_,3,amod
3313023,16,30,2,30,30,CD,_,3,nummod
3313023,17,children,3,children,child,NNS,_,9,nsubj
3313023,18,between,4,between,between,IN,_,8,case
3313023,19,7,5,7,7,CD,_,8,nummod
3313023,20,and,6,and,and,CC,_,5,cc
3313023,21,17,7,17,17,CD,_,5,conj
3313023,22,years,8,years,year,NNS,_,3,nmod
3313023,23,suffering,9,suffering,suffer,VBG,_,0,ROOT
3313023,24,from,10,from,from,IN,_,14,case
3313023,25,at,11,at,at,IN,_,12,case
3313023,26,least,12,least,least,JJS,_,13,nmod:npmod
3313023,27,2,13,2,2,CD,_,14,nummod
3313023,28,attacks/month,14,attacks/month,attacks/month,NN,_,9,nmod
3313023,29,of,15,of,of,IN,_,19,case
3313023,30,common,16,common,common,JJ,_,19,amod
3313023,31,or,17,or,or,CC,_,16,cc
3313023,32,classical,18,classical,classical,JJ,_,16,conj
3313023,33,migraine,19,migraine,migraine,NN,_,14,nmod
3313023,34,since,20,since,since,IN,_,26,mark
3313023,35,more,21,more,more,JJR,_,23,advmod
3313023,36,than,22,than,than,IN,_,21,mwe
3313023,37,1,23,1,1,CD,_,24,nummod
3313023,38,year,24,year,year,NN,_,26,nsubjpass
3313023,39,were,25,were,be,VBD,_,26,auxpass
3313023,40,studied,26,studied,study,VBN,_,9,advcl
3313023,41,.,27,.,.,.,_,9,punct
3313023,42,After,1,After,after,IN,_,3,case
3313023,43,clinical,2,clinical,clinical,JJ,_,3,amod
3313023,44,exclusion,3,exclusion,exclusion,NN,_,10,nmod
3313023,45,of,4,of,of,IN,_,6,case
3313023,46,symptomatic,5,symptomatic,symptomatic,JJ,_,6,amod
3313023,47,headache,6,headache,headache,NN,_,10,nmod
3313023,48,4,7,4,4,CD,_,8,nummod
3313023,49,weeks,8,weeks,week,NNS,_,10,nsubjpass
3313023,50,were,9,were,be,VBD,_,10,auxpass
