doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
3818024,0,Beta-adrenoceptor,1,Beta-adrenoceptor,beta-adrenoceptor,NN,_,2,compound
3818024,1,blockade,2,blockade,blockade,NN,_,0,ROOT
3818024,2,and,3,and,and,CC,_,2,cc
3818024,3,cardiovascular,4,cardiovascular,cardiovascular,JJ,_,5,amod
3818024,4,response,5,response,response,NN,_,2,conj
3818024,5,to,6,to,to,TO,_,10,case
3818024,6,the,7,the,the,DT,_,10,det
3818024,7,cold,8,cold,cold,JJ,_,10,amod
3818024,8,pressor,9,pressor,pressor,NN,_,10,compound
3818024,9,test,10,test,test,NN,_,5,nmod
3818024,10,.,11,.,.,.,_,2,punct
3818024,11,Seven,1,Seven,seven,CD,_,3,nummod
3818024,12,healthy,2,healthy,healthy,JJ,_,3,amod
3818024,13,subjects,3,subjects,subject,NNS,_,4,nsubj
3818024,14,immersed,4,immersed,immerse,VBD,_,0,ROOT
3818024,15,a,5,a,a,DT,_,6,det
3818024,16,hand,6,hand,hand,NN,_,4,dobj
3818024,17,in,7,in,in,IN,_,9,case
3818024,18,random,8,random,random,JJ,_,9,amod
3818024,19,order,9,order,order,NN,_,4,nmod
3818024,20,in,10,in,in,IN,_,13,case
3818024,21,either,11,either,either,CC,_,13,cc:preconj
3818024,22,warm,12,warm,warm,JJ,_,13,amod
3818024,23,water,13,water,water,NN,_,4,nmod
3818024,24,or,14,or,or,CC,_,13,cc
3818024,25,in,15,in,in,IN,_,17,case
3818024,26,cold,16,cold,cold,JJ,_,17,amod
3818024,27,water,17,water,water,NN,_,13,conj
3818024,28,at,18,at,at,IN,_,21,case
3818024,29,5,19,5,5,CD,_,21,nummod
3818024,30,degrees,20,degrees,degree,NNS,_,21,compound
3818024,31,C,21,C,c,NN,_,4,nmod
3818024,32,for,22,for,for,IN,_,24,case
3818024,33,2,23,2,2,CD,_,24,nummod
3818024,34,min,24,min,min,NN,_,4,nmod
3818024,35,",",25,",",",",",",_,4,punct
3818024,36,after,26,after,after,IN,_,27,mark
3818024,37,taking,27,taking,take,VBG,_,4,advcl
3818024,38,orally,28,orally,orally,RB,_,27,advmod
3818024,39,a,29,a,a,DT,_,31,det
3818024,40,single,30,single,single,JJ,_,31,amod
3818024,41,dose,31,dose,dose,NN,_,27,dobj
3818024,42,of,32,of,of,IN,_,34,case
3818024,43,120,33,120,120,CD,_,34,nummod
3818024,44,mg,34,mg,mg,NN,_,31,nmod
3818024,45,of,35,of,of,IN,_,36,case
3818024,46,propranolol,36,propranolol,propranolol,NN,_,34,nmod
3818024,47,or,37,or,or,CC,_,34,cc
3818024,48,a,38,a,a,DT,_,39,det
3818024,49,placebo,39,placebo,placebo,NN,_,34,conj
3818024,50,in,40,in,in,IN,_,44,case
3818024,51,a,41,a,a,DT,_,44,det
3818024,52,double,42,double,double,JJ,_,44,amod
3818024,53,blind,43,blind,blind,JJ,_,44,amod
3818024,54,fashion,44,fashion,fashion,NN,_,39,nmod
3818024,55,.,45,.,.,.,_,4,punct
3818024,56,The,1,The,the,DT,_,3,det
3818024,57,cold,2,cold,cold,JJ,_,3,amod
3818024,58,stress,3,stress,stress,NN,_,4,nsubj
3818024,59,resulted,4,resulted,result,VBD,_,0,ROOT
3818024,60,in,5,in,in,IN,_,8,case
3818024,61,a,6,a,a,DT,_,8,det
3818024,62,significant,7,significant,significant,JJ,_,8,amod
3818024,63,increase,8,increase,increase,NN,_,4,nmod
3818024,64,in,9,in,in,IN,_,11,case
3818024,65,blood,10,blood,blood,NN,_,11,compound
3818024,66,pressure,11,pressure,pressure,NN,_,8,nmod
3818024,67,and,12,and,and,CC,_,8,cc
3818024,68,the,13,the,the,DT,_,16,det
3818024,69,rate,14,rate,rate,NN,_,16,compound
3818024,70,pressure,15,pressure,pressure,NN,_,16,compound
3818024,71,product,16,product,product,NN,_,8,conj
3818024,72,without,17,without,without,IN,_,19,case
3818024,73,a,18,a,a,DT,_,19,det
3818024,74,change,19,change,change,NN,_,16,nmod
3818024,75,in,20,in,in,IN,_,22,case
3818024,76,heart,21,heart,heart,NN,_,22,compound
3818024,77,rate,22,rate,rate,NN,_,19,nmod
3818024,78,.,23,.,.,.,_,4,punct
3818024,79,Beta-adrenoceptor,1,Beta-adrenoceptor,beta-adrenoceptor,NN,_,2,compound
3818024,80,blockade,2,blockade,blockade,NN,_,5,nsubj
3818024,81,did,3,did,do,VBD,_,5,aux
3818024,82,not,4,not,not,RB,_,5,neg
3818024,83,affect,5,affect,affect,VB,_,0,ROOT
3818024,84,the,6,the,the,DT,_,8,det
3818024,85,pressor,7,pressor,pressor,NN,_,8,compound
3818024,86,response,8,response,response,NN,_,5,dobj
3818024,87,the,9,the,the,DT,_,10,det
3818024,88,cold,10,cold,cold,NN,_,8,dep
3818024,89,.,11,.,.,.,_,5,punct
3818024,90,The,1,The,the,DT,_,2,det
3818024,91,changes,2,changes,change,NNS,_,21,nsubj
3818024,92,induced,3,induced,induce,VBN,_,2,acl
3818024,93,by,4,by,by,IN,_,7,case
3818024,94,the,5,the,the,DT,_,7,det
3818024,95,cold,6,cold,cold,JJ,_,7,amod
3818024,96,stress,7,stress,stress,NN,_,3,nmod
3818024,97,in,8,in,in,IN,_,11,case
3818024,98,the,9,the,the,DT,_,11,det
3818024,99,cardiovascular,10,cardiovascular,cardiovascular,JJ,_,11,amod
3818024,100,variables,11,variables,variable,NNS,_,7,nmod
3818024,101,in,12,in,in,IN,_,17,case
3818024,102,the,13,the,the,DT,_,17,det
3818024,103,placebo,14,placebo,placebo,NN,_,17,compound
3818024,104,and,15,and,and,CC,_,14,cc
3818024,105,propranolol,16,propranolol,propranolol,NN,_,14,conj
3818024,106,experiments,17,experiments,experiment,NNS,_,11,nmod
3818024,107,were,18,were,be,VBD,_,21,cop
3818024,108,not,19,not,not,RB,_,21,neg
3818024,109,statistically,20,statistically,statistically,RB,_,21,advmod
3818024,110,different,21,different,different,JJ,_,0,ROOT
3818024,111,.,22,.,.,.,_,21,punct
3818024,112,The,1,The,the,DT,_,5,det
3818024,113,highest,2,highest,highest,JJS,_,5,amod
3818024,114,rate,3,rate,rate,NN,_,5,compound
