doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
26448791,0,Computer,1,Computer,computer,NN,_,6,compound
26448791,1,Decision,2,Decision,decision,NN,_,6,compound
26448791,2,Support,3,Support,support,NN,_,6,compound
26448791,3,Changes,4,Changes,change,NNS,_,6,compound
26448791,4,Physician,5,Physician,physician,NN,_,6,compound
26448791,5,Practice,6,Practice,Practice,NNP,_,0,ROOT
26448791,6,But,7,But,but,CC,_,8,cc
26448791,7,Not,8,Not,not,RB,_,6,cc
26448791,8,Knowledge,9,Knowledge,Knowledge,NNP,_,13,compound
26448791,9,Regarding,10,Regarding,regard,VBG,_,13,amod
26448791,10,Autism,11,Autism,autism,NN,_,13,compound
26448791,11,Spectrum,12,Spectrum,spectrum,NN,_,13,compound
26448791,12,Disorders,13,Disorders,disorder,NNS,_,6,conj
26448791,13,.,14,.,.,.,_,6,punct
26448791,14,OBJECTIVE,1,OBJECTIVE,objective,NN,_,0,ROOT
26448791,15,To,2,To,to,TO,_,3,mark
26448791,16,examine,3,examine,examine,VB,_,1,acl
26448791,17,whether,4,whether,whether,IN,_,24,mark
26448791,18,adding,5,adding,add,VBG,_,24,csubj
26448791,19,an,6,an,a,DT,_,8,det
26448791,20,autism,7,autism,autism,NN,_,8,compound
26448791,21,module,8,module,module,NN,_,5,dobj
26448791,22,promoting,9,promoting,promote,VBG,_,8,acl
26448791,23,adherence,10,adherence,adherence,NN,_,9,dobj
26448791,24,to,11,to,to,TO,_,13,case
26448791,25,clinical,12,clinical,clinical,JJ,_,13,amod
26448791,26,guidelines,13,guidelines,guideline,NNS,_,10,nmod
26448791,27,to,14,to,to,TO,_,20,case
26448791,28,an,15,an,a,DT,_,20,det
26448791,29,existing,16,existing,exist,VBG,_,20,amod
26448791,30,computer,17,computer,computer,NN,_,20,compound
26448791,31,decision,18,decision,decision,NN,_,20,compound
26448791,32,support,19,support,support,NN,_,20,compound
26448791,33,system,20,system,system,NN,_,13,nmod
26448791,34,(,21,-LRB-,-lrb-,-LRB-,_,22,punct
26448791,35,CDSS,22,CDSS,cdss,NNS,_,20,appos
26448791,36,),23,-RRB-,-rrb-,-RRB-,_,22,punct
26448791,37,changed,24,changed,change,VBD,_,3,ccomp
26448791,38,physician,25,physician,physician,NN,_,26,compound
26448791,39,knowledge,26,knowledge,knowledge,NN,_,24,dobj
26448791,40,and,27,and,and,CC,_,26,cc
26448791,41,self-reported,28,self-reported,self-reported,JJ,_,30,amod
26448791,42,clinical,29,clinical,clinical,JJ,_,30,amod
26448791,43,practice,30,practice,practice,NN,_,26,conj
26448791,44,.,31,.,.,.,_,1,punct
26448791,45,METHODS,1,METHODS,method,NNS,_,0,ROOT
26448791,46,The,2,The,the,DT,_,7,det
26448791,47,CHICA,3,CHICA,CHICA,NNP,_,7,compound
26448791,48,(,4,-LRB-,-lrb-,-LRB-,_,7,punct
26448791,49,Child,5,Child,Child,NNP,_,7,compound
26448791,50,Health,6,Health,Health,NNP,_,7,compound
26448791,51,Improvement,7,Improvement,improvement,NN,_,18,nsubjpass
26448791,52,through,8,through,through,IN,_,10,case
26448791,53,Computer,9,Computer,computer,NN,_,10,compound
26448791,54,Automation,10,Automation,automation,NN,_,7,nmod
26448791,55,),11,-RRB-,-rrb-,-RRB-,_,10,punct
26448791,56,system,12,system,system,NN,_,10,dep
26448791,57,",",13,",",",",",",_,10,punct
26448791,58,a,14,a,a,DT,_,15,det
26448791,59,CDSS,15,CDSS,CDSS,NNP,_,10,appos
26448791,60,",",16,",",",",",",_,10,punct
26448791,61,was,17,was,be,VBD,_,18,auxpass
26448791,62,enhanced,18,enhanced,enhance,VBN,_,1,acl:relcl
26448791,63,with,19,with,with,IN,_,21,case
26448791,64,a,20,a,a,DT,_,21,det
26448791,65,module,21,module,module,NN,_,18,nmod
