doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
11485124,0,Sulfasalazine,1,Sulfasalazine,sulfasalazine,NN,_,2,nsubj
11485124,1,decreases,2,decreases,decrease,VBZ,_,0,ROOT
11485124,2,acute,3,acute,acute,JJ,_,5,amod
11485124,3,gastrointestinal,4,gastrointestinal,gastrointestinal,JJ,_,5,amod
11485124,4,complications,5,complications,complication,NNS,_,2,dobj
11485124,5,due,6,due,due,JJ,_,5,amod
11485124,6,to,7,to,to,TO,_,9,case
11485124,7,pelvic,8,pelvic,pelvic,JJ,_,9,amod
11485124,8,radiotherapy,9,radiotherapy,radiotherapy,NN,_,6,nmod
11485124,9,.,10,.,.,.,_,2,punct
11485124,10,BACKGROUND,1,BACKGROUND,background,NN,_,4,compound
11485124,11,Radiation-induced,2,Radiation-induced,radiation-induced,JJ,_,4,amod
11485124,12,gastrointestinal,3,gastrointestinal,gastrointestinal,JJ,_,4,amod
11485124,13,toxicity,4,toxicity,toxicity,NN,_,8,nsubj
11485124,14,is,5,is,be,VBZ,_,8,cop
11485124,15,a,6,a,a,DT,_,8,det
11485124,16,significant,7,significant,significant,JJ,_,8,amod
11485124,17,concern,8,concern,concern,NN,_,0,ROOT
11485124,18,for,9,for,for,IN,_,10,case
11485124,19,patients,10,patients,patient,NNS,_,8,nmod
11485124,20,who,11,who,who,WP,_,13,nsubjpass
11485124,21,are,12,are,be,VBP,_,13,auxpass
11485124,22,treated,13,treated,treat,VBN,_,10,acl:relcl
11485124,23,with,14,with,with,IN,_,16,case
11485124,24,this,15,this,this,DT,_,16,det
11485124,25,modality,16,modality,modality,NN,_,13,nmod
11485124,26,for,17,for,for,IN,_,19,case
11485124,27,pelvic,18,pelvic,pelvic,JJ,_,19,amod
11485124,28,malignancies,19,malignancies,malignancy,NNS,_,13,nmod
11485124,29,.,20,.,.,.,_,8,punct
11485124,30,Eicosanoids,1,Eicosanoids,eicosanoid,NNS,_,6,nsubjpass
11485124,31,and,2,and,and,CC,_,1,cc
11485124,32,free,3,free,free,JJ,_,4,amod
11485124,33,radicals,4,radicals,radical,NNS,_,1,conj
11485124,34,are,5,are,be,VBP,_,6,auxpass
11485124,35,thought,6,thought,think,VBN,_,0,ROOT
11485124,36,to,7,to,to,TO,_,11,mark
11485124,37,be,8,be,be,VB,_,11,cop
11485124,38,among,9,among,among,IN,_,11,case
11485124,39,the,10,the,the,DT,_,11,det
11485124,40,reasons,11,reasons,reason,NNS,_,6,xcomp
11485124,41,for,12,for,for,IN,_,14,case
11485124,42,this,13,this,this,DT,_,14,det
11485124,43,effect,14,effect,effect,NN,_,11,nmod
