doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
1793881,0,Midazolam,1,Midazolam,Midazolam,NNP,_,0,ROOT
1793881,1,as,2,as,as,IN,_,7,case
1793881,2,a,3,a,a,DT,_,7,det
1793881,3,main,4,main,main,JJ,_,7,amod
1793881,4,anesthesia,5,anesthesia,anesthesia,NN,_,7,compound
1793881,5,induction,6,induction,induction,NN,_,7,compound
1793881,6,agent,7,agent,agent,NN,_,1,nmod
1793881,7,--,8,--,--,:,_,1,punct
1793881,8,a,9,a,a,DT,_,10,det
1793881,9,comparison,10,comparison,comparison,NN,_,1,dep
1793881,10,with,11,with,with,IN,_,12,case
1793881,11,thiopental,12,thiopental,thiopental,JJ,_,10,nmod
1793881,12,and,13,and,and,CC,_,12,cc
1793881,13,diazepam,14,diazepam,diazepam,NN,_,12,conj
1793881,14,.,15,.,.,.,_,1,punct
1793881,15,A,1,A,a,DT,_,4,det
1793881,16,clinical,2,clinical,clinical,JJ,_,4,amod
1793881,17,randomized,3,randomized,randomized,JJ,_,4,amod
1793881,18,investigation,4,investigation,investigation,NN,_,6,nsubjpass
1793881,19,was,5,was,be,VBD,_,6,auxpass
1793881,20,undertaken,6,undertaken,undertake,VBN,_,0,ROOT
1793881,21,to,7,to,to,TO,_,8,mark
1793881,22,determine,8,determine,determine,VB,_,6,xcomp
1793881,23,the,9,the,the,DT,_,10,det
1793881,24,value,10,value,value,NN,_,8,dobj
1793881,25,of,11,of,of,IN,_,12,case
1793881,26,midazolam,12,midazolam,midazolam,NN,_,10,nmod
1793881,27,as,13,as,as,IN,_,16,case
1793881,28,a,14,a,a,DT,_,16,det
1793881,29,narcotic,15,narcotic,narcotic,JJ,_,16,amod
1793881,30,adjuvant,16,adjuvant,adjuvant,JJ,_,8,nmod
1793881,31,for,17,for,for,IN,_,19,case
1793881,32,anesthetic,18,anesthetic,anesthetic,JJ,_,19,amod
1793881,33,induction,19,induction,induction,NN,_,16,nmod
1793881,34,.,20,.,.,.,_,6,punct
