doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
14977031,0,Body,1,Body,body,NN,_,2,compound
14977031,1,asymmetry,2,asymmetry,asymmetry,NN,_,3,nsubj
14977031,2,affects,3,affects,affect,VBZ,_,0,ROOT
14977031,3,conjugate,4,conjugate,conjugate,NN,_,7,compound
14977031,4,lateral,5,lateral,lateral,JJ,_,7,amod
14977031,5,eye,6,eye,eye,NN,_,7,compound
14977031,6,movement,7,movement,movement,NN,_,3,dobj
14977031,7,.,8,.,.,.,_,3,punct
14977031,8,A.,1,A.,a.,NN,_,3,compound
14977031,9,H.,2,H.,H.,NNP,_,3,compound
14977031,10,Baker,3,Baker,Baker,NNP,_,18,nsubj
14977031,11,(,4,-LRB-,-lrb-,-LRB-,_,5,punct
14977031,12,1989,5,1989,1989,CD,_,3,appos
14977031,13,),6,-RRB-,-rrb-,-RRB-,_,5,punct
14977031,14,and,7,and,and,CC,_,3,cc
14977031,15,A.,8,A.,a.,NN,_,10,compound
14977031,16,H.,9,H.,H.,NNP,_,10,compound
14977031,17,Baker,10,Baker,Baker,NNP,_,3,conj
14977031,18,and,11,and,and,CC,_,10,cc
14977031,19,A.,12,A.,A.,NNP,_,14,compound
14977031,20,I.,13,I.,I.,NNP,_,14,compound
14977031,21,Ledner,14,Ledner,Ledner,NNP,_,10,conj
14977031,22,(,15,-LRB-,-lrb-,-LRB-,_,16,punct
14977031,23,1990,16,1990,1990,CD,_,14,appos
14977031,24,),17,-RRB-,-rrb-,-RRB-,_,16,punct
14977031,25,reported,18,reported,report,VBD,_,0,ROOT
14977031,26,that,19,that,that,IN,_,23,mark
14977031,27,asymmetrical,20,asymmetrical,asymmetrical,JJ,_,22,amod
14977031,28,visual,21,visual,visual,JJ,_,22,amod
14977031,29,stimulation,22,stimulation,stimulation,NN,_,23,nsubj
14977031,30,affects,23,affects,affect,VBZ,_,18,ccomp
14977031,31,conjugate,24,conjugate,conjugate,NN,_,27,compound
14977031,32,lateral,25,lateral,lateral,JJ,_,27,amod
14977031,33,eye,26,eye,eye,NN,_,27,compound
14977031,34,movement,27,movement,movement,NN,_,23,dobj
14977031,35,(,28,-LRB-,-lrb-,-LRB-,_,29,punct
14977031,36,CLEM,29,CLEM,clem,NN,_,27,appos
14977031,37,),30,-RRB-,-rrb-,-RRB-,_,29,punct
14977031,38,.,31,.,.,.,_,18,punct
14977031,39,In,1,In,in,IN,_,4,case
14977031,40,the,2,the,the,DT,_,4,det
14977031,41,present,3,present,present,JJ,_,4,amod
14977031,42,article,4,article,article,NN,_,8,nmod
14977031,43,",",5,",",",",",",_,8,punct
14977031,44,the,6,the,the,DT,_,7,det
14977031,45,authors,7,authors,author,NNS,_,8,nsubj
14977031,46,explored,8,explored,explore,VBD,_,0,ROOT
14977031,47,whether,9,whether,whether,IN,_,14,mark
14977031,48,asymmetrical,10,asymmetrical,asymmetrical,JJ,_,12,amod
14977031,49,body,11,body,body,NN,_,12,compound
14977031,50,position,12,position,position,NN,_,14,nsubj
14977031,51,similarly,13,similarly,similarly,RB,_,14,advmod
14977031,52,affects,14,affects,affect,VBZ,_,8,ccomp
14977031,53,CLEM,15,CLEM,CLEM,NNP,_,14,dobj
14977031,54,.,16,.,.,.,_,8,punct
14977031,55,The,1,The,the,DT,_,2,det
14977031,56,authors,2,authors,author,NNS,_,3,nsubj
14977031,57,assessed,3,assessed,assess,VBN,_,0,ROOT
14977031,58,CLEMs,4,CLEMs,clem,NNS,_,3,dobj
14977031,59,twice,5,twice,twice,RB,_,3,advmod
14977031,60,in,6,in,in,IN,_,9,case
14977031,61,a,7,a,a,DT,_,9,det
14977031,62,counterbalanced,8,counterbalanced,counterbalanced,JJ,_,9,amod
14977031,63,design,9,design,design,NN,_,3,nmod
14977031,64,.,10,.,.,.,_,3,punct
14977031,65,In,1,In,in,IN,_,3,case
14977031,66,the,2,the,the,DT,_,3,det
14977031,67,control,3,control,control,NN,_,7,nmod
14977031,68,(,4,-LRB-,-lrb-,-LRB-,_,5,punct
14977031,69,symmetric,5,symmetric,symmetric,JJ,_,7,dep
14977031,70,),6,-RRB-,-rrb-,-RRB-,_,5,punct
14977031,71,condition,7,condition,condition,NN,_,0,ROOT
14977031,72,",",8,",",",",",",_,7,punct
14977031,73,each,9,each,each,DT,_,10,det
14977031,74,participant,10,participant,participant,NN,_,11,nsubj
14977031,75,sat,11,sat,sit,VBD,_,7,acl:relcl
14977031,76,in,12,in,in,IN,_,16,case
14977031,77,a,13,a,a,DT,_,16,det
14977031,78,completely,14,completely,completely,RB,_,15,advmod
14977031,79,symmetrical,15,symmetrical,symmetrical,JJ,_,16,amod
14977031,80,position,16,position,position,NN,_,11,nmod
14977031,81,facing,17,facing,face,VBG,_,16,acl
14977031,82,a,18,a,a,DT,_,19,det
14977031,83,wall,19,wall,wall,NN,_,17,dobj
14977031,84,devoid,20,devoid,devoid,JJ,_,19,amod
14977031,85,of,21,of,of,IN,_,24,case
14977031,86,any,22,any,any,DT,_,24,det
14977031,87,asymmetrical,23,asymmetrical,asymmetrical,JJ,_,24,amod
14977031,88,features,24,features,feature,NNS,_,20,nmod
14977031,89,.,25,.,.,.,_,7,punct
14977031,90,In,1,In,in,IN,_,7,case
14977031,91,the,2,the,the,DT,_,7,det
14977031,92,experimental,3,experimental,experimental,JJ,_,7,amod
14977031,93,(,4,-LRB-,-lrb-,-LRB-,_,5,punct
14977031,94,asymmetrical,5,asymmetrical,asymmetrical,JJ,_,3,dep
14977031,95,),6,-RRB-,-rrb-,-RRB-,_,5,punct
14977031,96,condition,7,condition,condition,NN,_,12,nmod
14977031,97,",",8,",",",",",",_,12,punct
14977031,98,half,9,half,half,PDT,_,11,det:predet
14977031,99,the,10,the,the,DT,_,11,det
14977031,100,participants,11,participants,participant,NNS,_,12,nsubj
14977031,101,rotated,12,rotated,rotate,VBD,_,0,ROOT
14977031,102,their,13,their,they,PRP$,_,14,nmod:poss
14977031,103,heads,14,heads,head,NNS,_,12,dobj
14977031,104,68,15,68,68,CD,_,16,nummod
14977031,105,degrees,16,degrees,degree,NNS,_,14,dep
14977031,106,clockwise,17,clockwise,clockwise,JJ,_,16,amod
14977031,107,relative,18,relative,relative,JJ,_,17,advmod
14977031,108,to,19,to,to,TO,_,21,case
14977031,109,their,20,their,they,PRP$,_,21,nmod:poss
14977031,110,bodies,21,bodies,body,NNS,_,18,nmod
14977031,111,to,22,to,to,TO,_,23,mark
14977031,112,face,23,face,face,VB,_,21,acl
14977031,113,the,24,the,the,DT,_,25,det
14977031,114,experimenter,25,experimenter,experimenter,NN,_,23,dobj
14977031,115,",",26,",",",",",",_,12,punct
14977031,116,and,27,and,and,CC,_,12,cc
14977031,117,the,28,the,the,DT,_,30,det
14977031,118,other,29,other,other,JJ,_,30,amod
14977031,119,half,30,half,half,NN,_,31,nsubj
14977031,120,rotated,31,rotated,rotate,VBD,_,12,conj
14977031,121,their,32,their,they,PRP$,_,33,nmod:poss
14977031,122,heads,33,heads,head,NNS,_,31,dobj
14977031,123,68,34,68,68,CD,_,35,nummod
14977031,124,degrees,35,degrees,degree,NNS,_,36,nmod:npmod
14977031,125,counterclockwise,36,counterclockwise,counterclockwise,JJ,_,33,amod
14977031,126,",",37,",",",",",",_,31,punct
14977031,127,also,38,also,also,RB,_,40,advmod
14977031,128,to,39,to,to,TO,_,40,mark
14977031,129,face,40,face,face,VB,_,31,advcl
14977031,130,the,41,the,the,DT,_,42,det
14977031,131,experimenter,42,experimenter,experimenter,NN,_,40,dobj
14977031,132,.,43,.,.,.,_,12,punct
14977031,133,CLEM,1,CLEM,CLEM,NNP,_,8,nsubj
14977031,134,was,2,was,be,VBD,_,8,cop
14977031,135,predominantly,3,predominantly,predominantly,RB,_,8,advmod
14977031,136,toward,4,toward,toward,IN,_,8,case
14977031,137,the,5,the,the,DT,_,6,det
14977031,138,body,6,body,body,NN,_,8,nmod:poss
14977031,139,'s,7,'s,'s,POS,_,6,case
14977031,140,position,8,position,position,NN,_,0,ROOT
14977031,141,in,9,in,in,IN,_,12,case
14977031,142,the,10,the,the,DT,_,12,det
14977031,143,asymmetrical,11,asymmetrical,asymmetrical,JJ,_,12,amod
14977031,144,condition,12,condition,condition,NN,_,8,nmod
14977031,145,rather,13,rather,rather,RB,_,12,cc
14977031,146,than,14,than,than,IN,_,13,mwe
14977031,147,toward,15,toward,toward,IN,_,19,case
14977031,148,the,16,the,the,DT,_,17,det
14977031,149,body,17,body,body,NN,_,19,nmod:poss
14977031,150,'s,18,'s,'s,POS,_,17,case
