doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
698606,0,Ambulation,1,Ambulation,Ambulation,NNP,_,0,ROOT
698606,1,in,2,in,in,IN,_,3,case
698606,2,labour,3,labour,labour,NN,_,1,nmod
698606,3,.,4,.,.,.,_,1,punct
698606,4,In,1,In,in,IN,_,5,case
698606,5,a,2,a,a,DT,_,5,det
698606,6,randomised,3,randomised,randomised,JJ,_,5,amod
698606,7,prospective,4,prospective,prospective,JJ,_,5,amod
698606,8,study,5,study,study,NN,_,14,nmod
698606,9,of,6,of,of,IN,_,8,case
698606,10,68,7,68,68,CD,_,8,nummod
698606,11,women,8,women,woman,NNS,_,5,nmod
698606,12,in,9,in,in,IN,_,12,case
698606,13,spontaneous,10,spontaneous,spontaneous,JJ,_,12,amod
698606,14,labour,11,labour,labour,NN,_,12,compound
698606,15,half,12,half,half,NN,_,8,nmod
698606,16,were,13,were,be,VBD,_,14,auxpass
698606,17,allocated,14,allocated,allocate,VBN,_,0,ROOT
698606,18,to,15,to,to,TO,_,18,case
698606,19,an,16,an,a,DT,_,18,det
698606,20,ambulant,17,ambulant,ambulant,JJ,_,18,amod
698606,21,group,18,group,group,NN,_,14,nmod
698606,22,and,19,and,and,CC,_,14,cc
698606,23,half,20,half,half,NN,_,14,conj
698606,24,to,21,to,to,TO,_,24,case
698606,25,a,22,a,a,DT,_,24,det
698606,26,recumbent,23,recumbent,recumbent,JJ,_,24,amod
698606,27,group,24,group,group,NN,_,20,nmod
698606,28,.,25,.,.,.,_,14,punct
698606,29,The,1,The,the,DT,_,2,det
698606,30,duration,2,duration,duration,NN,_,7,nsubj
698606,31,of,3,of,of,IN,_,4,case
698606,32,labour,4,labour,labour,NN,_,2,nmod
698606,33,was,5,was,be,VBD,_,7,cop
698606,34,significantly,6,significantly,significantly,RB,_,7,advmod
698606,35,shorter,7,shorter,shorter,JJR,_,0,ROOT
698606,36,",",8,",",",",",",_,14,punct
698606,37,the,9,the,the,DT,_,10,det
698606,38,need,10,need,need,NN,_,14,nsubj
698606,39,for,11,for,for,IN,_,12,case
698606,40,analgesia,12,analgesia,analgesia,NN,_,10,nmod
698606,41,significantly,13,significantly,significantly,RB,_,14,advmod
698606,42,less,14,less,less,RBR,_,7,dep
698606,43,",",15,",",",",",",_,14,punct
698606,44,and,16,and,and,CC,_,7,cc
698606,45,the,17,the,the,DT,_,18,det
698606,46,incidence,18,incidence,incidence,NN,_,7,conj
698606,47,of,19,of,of,IN,_,22,case
698606,48,fetal,20,fetal,fetal,JJ,_,22,amod
698606,49,heart,21,heart,heart,NN,_,22,compound
698606,50,abnormalities,22,abnormalities,abnormality,NNS,_,18,nmod
698606,51,significantly,23,significantly,significantly,RB,_,24,advmod
698606,52,smaller,24,smaller,smaller,JJR,_,18,amod
698606,53,in,25,in,in,IN,_,28,case
698606,54,the,26,the,the,DT,_,28,det
698606,55,ambulant,27,ambulant,ambulant,JJ,_,28,amod
698606,56,group,28,group,group,NN,_,24,nmod
698606,57,than,29,than,than,IN,_,33,case
698606,58,in,30,in,in,IN,_,33,case
698606,59,the,31,the,the,DT,_,33,det
698606,60,recumbent,32,recumbent,recumbent,JJ,_,33,amod
698606,61,group,33,group,group,NN,_,24,nmod
698606,62,.,34,.,.,.,_,7,punct
698606,63,Apgar,1,Apgar,apgar,JJ,_,2,amod
698606,64,scores,2,scores,score,NNS,_,11,nsubj
698606,65,at,3,at,at,IN,_,4,case
698606,66,one,4,one,one,CD,_,2,nmod
698606,67,and,5,and,and,CC,_,4,cc
698606,68,five,6,five,five,CD,_,4,conj
698606,69,minutes,7,minutes,minute,NNS,_,4,dep
698606,70,were,8,were,be,VBD,_,11,cop
698606,71,also,9,also,also,RB,_,11,advmod
698606,72,significantly,10,significantly,significantly,RB,_,11,advmod
698606,73,greater,11,greater,greater,JJR,_,0,ROOT
698606,74,in,12,in,in,IN,_,15,case
698606,75,the,13,the,the,DT,_,15,det
698606,76,ambulant,14,ambulant,ambulant,JJ,_,15,amod
698606,77,group,15,group,group,NN,_,11,nmod
698606,78,.,16,.,.,.,_,11,punct
698606,79,More,1,More,more,RBR,_,2,amod
698606,80,patients,2,patients,patient,NNS,_,7,nsubj
698606,81,in,3,in,in,IN,_,6,case
698606,82,the,4,the,the,DT,_,6,det
698606,83,recumbent,5,recumbent,recumbent,JJ,_,6,amod
698606,84,group,6,group,group,NN,_,2,nmod
698606,85,required,7,required,require,VBD,_,0,ROOT
698606,86,augmentations,8,augmentations,augmentation,NNS,_,7,dobj
698606,87,with,9,with,with,IN,_,11,case
698606,88,oxytocic,10,oxytocic,oxytocic,JJ,_,11,amod
698606,89,drugs,11,drugs,drug,NNS,_,8,nmod
698606,90,.,12,.,.,.,_,7,punct
698606,91,There,1,There,there,EX,_,2,expl
698606,92,was,2,was,be,VBD,_,0,ROOT
698606,93,no,3,no,no,DT,_,6,neg
698606,94,statistically,4,statistically,statistically,RB,_,5,advmod
698606,95,significant,5,significant,significant,JJ,_,6,amod
698606,96,difference,6,difference,difference,NN,_,2,nsubj
698606,97,in,7,in,in,IN,_,11,case
698606,98,the,8,the,the,DT,_,11,det
698606,99,third,9,third,third,JJ,_,11,amod
698606,100,stage,10,stage,stage,NN,_,11,compound
698606,101,loss,11,loss,loss,NN,_,2,nmod
698606,102,in,12,in,in,IN,_,15,case
698606,103,the,13,the,the,DT,_,15,det
698606,104,two,14,two,two,CD,_,15,nummod
698606,105,groups,15,groups,group,NNS,_,11,nmod
698606,106,.,16,.,.,.,_,2,punct
698606,107,Ambulation,1,Ambulation,Ambulation,NNP,_,6,nsubjpass
698606,108,in,2,in,in,IN,_,3,case
698606,109,labour,3,labour,labour,NN,_,1,nmod
698606,110,should,4,should,should,MD,_,6,aux
698606,111,be,5,be,be,VB,_,6,auxpass
698606,112,encouraged,6,encouraged,encourage,VBN,_,0,ROOT
698606,113,:,7,:,:,:,_,6,punct
698606,114,it,8,it,it,PRP,_,10,nsubj
698606,115,may,9,may,may,MD,_,10,aux
698606,116,bring,10,bring,bring,VB,_,6,parataxis
698606,117,human,11,human,human,JJ,_,12,amod
698606,118,benefits,12,benefits,benefit,NNS,_,10,dobj
698606,119,while,13,while,while,IN,_,14,mark
698606,120,allowing,14,allowing,allow,VBG,_,10,advcl
698606,121,the,15,the,the,DT,_,16,det
698606,122,advantages,16,advantages,advantage,NNS,_,14,dobj
698606,123,of,17,of,of,IN,_,19,case
698606,124,hospital,18,hospital,hospital,NN,_,19,compound
698606,125,supervision,19,supervision,supervision,NN,_,16,nmod
698606,126,.,20,.,.,.,_,6,punct
