doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
1645768,0,Application,1,Application,application,NN,_,0,ROOT
1645768,1,of,2,of,of,IN,_,5,case
1645768,2,ambulatory,3,ambulatory,ambulatory,JJ,_,5,amod
1645768,3,blood,4,blood,blood,NN,_,5,compound
1645768,4,pressure,5,pressure,pressure,NN,_,1,nmod
1645768,5,monitoring,6,monitoring,monitor,VBG,_,5,acl
1645768,6,to,7,to,to,TO,_,10,case
1645768,7,clinical,8,clinical,clinical,JJ,_,10,amod
1645768,8,therapeutic,9,therapeutic,therapeutic,JJ,_,10,amod
1645768,9,decisions,10,decisions,decision,NNS,_,6,nmod
1645768,10,in,11,in,in,IN,_,12,case
1645768,11,hypertension,12,hypertension,hypertension,NN,_,10,nmod
1645768,12,.,13,.,.,.,_,1,punct
1645768,13,The,1,The,the,DT,_,3,det
1645768,14,antihypertensive,2,antihypertensive,antihypertensive,JJ,_,3,amod
1645768,15,efficacies,3,efficacies,efficacy,NNS,_,9,nsubjpass
1645768,16,of,4,of,of,IN,_,5,case
1645768,17,lisinopril,5,lisinopril,lisinopril,NN,_,3,nmod
1645768,18,and,6,and,and,CC,_,5,cc
1645768,19,captopril,7,captopril,captopril,NN,_,5,conj
1645768,20,were,8,were,be,VBD,_,9,auxpass
1645768,21,compared,9,compared,compare,VBN,_,0,ROOT
1645768,22,using,10,using,use,VBG,_,9,xcomp
1645768,23,office,11,office,office,NN,_,12,compound
1645768,24,sphygmomanometry,12,sphygmomanometry,sphygmomanometry,NN,_,10,dobj
1645768,25,and,13,and,and,CC,_,12,cc
1645768,26,24-h,14,24-h,24-h,JJ,_,18,amod
1645768,27,ambulatory,15,ambulatory,ambulatory,JJ,_,18,amod
1645768,28,blood,16,blood,blood,NN,_,18,compound
1645768,29,pressure,17,pressure,pressure,NN,_,18,compound
1645768,30,monitoring,18,monitoring,monitoring,NN,_,12,conj
1645768,31,.,19,.,.,.,_,9,punct
1645768,32,In,1,In,in,IN,_,9,case
1645768,33,a,2,a,a,DT,_,9,det
1645768,34,double-blind,3,double-blind,double-blind,JJ,_,9,amod
1645768,35,",",4,",",",",",",_,3,punct
1645768,36,prospective,5,prospective,prospective,JJ,_,3,dep
1645768,37,",",6,",",",",",",_,3,punct
1645768,38,randomly,7,randomly,randomly,RB,_,8,advmod
1645768,39,allocated,8,allocated,allocate,VBN,_,3,dep
1645768,40,trial,9,trial,trial,NN,_,14,nmod
1645768,41,",",10,",",",",",",_,14,punct
1645768,42,the,11,the,the,DT,_,12,det
1645768,43,patients,12,patients,patient,NNS,_,14,nsubjpass
1645768,44,were,13,were,be,VBD,_,14,auxpass
1645768,45,given,14,given,give,VBN,_,0,ROOT
1645768,46,increasing,15,increasing,increase,VBG,_,16,amod
1645768,47,doses,16,doses,dose,NNS,_,14,dobj
1645768,48,of,17,of,of,IN,_,18,case
