doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
17845737,0,Expectancies,1,Expectancies,expectancy,NNS,_,6,nsubj
17845737,1,",",2,",",",",",",_,1,punct
17845737,2,not,3,not,not,RB,_,4,neg
17845737,3,aroma,4,aroma,aroma,NN,_,1,appos
17845737,4,",",5,",",",",",",_,1,punct
17845737,5,explain,6,explain,explain,VBP,_,0,ROOT
17845737,6,impact,7,impact,impact,NN,_,6,dobj
17845737,7,of,8,of,of,IN,_,10,case
17845737,8,lavender,9,lavender,lavender,NN,_,10,compound
17845737,9,aromatherapy,10,aromatherapy,aromatherapy,NN,_,7,nmod
17845737,10,on,11,on,on,IN,_,13,case
17845737,11,psychophysiological,12,psychophysiological,psychophysiological,JJ,_,13,amod
17845737,12,indices,13,indices,index,NNS,_,7,nmod
17845737,13,of,14,of,of,IN,_,15,case
17845737,14,relaxation,15,relaxation,relaxation,NN,_,13,nmod
17845737,15,in,16,in,in,IN,_,19,case
17845737,16,young,17,young,young,JJ,_,19,amod
17845737,17,healthy,18,healthy,healthy,JJ,_,19,amod
17845737,18,women,19,women,woman,NNS,_,15,nmod
17845737,19,.,20,.,.,.,_,6,punct
17845737,20,OBJECTIVES,1,OBJECTIVES,objective,NNS,_,8,nsubjpass
17845737,21,In,2,In,in,IN,_,3,case
17845737,22,aromatherapy,3,aromatherapy,aromatherapy,NN,_,8,nmod
17845737,23,",",4,",",",",",",_,8,punct
17845737,24,lavender,5,lavender,lavender,NN,_,6,compound
17845737,25,aroma,6,aroma,aroma,NN,_,8,nsubjpass
17845737,26,is,7,is,be,VBZ,_,8,auxpass
17845737,27,reputed,8,reputed,repute,VBN,_,0,ROOT
17845737,28,to,9,to,to,TO,_,10,mark
17845737,29,assist,10,assist,assist,VB,_,8,xcomp
17845737,30,with,11,with,with,IN,_,12,case
17845737,31,relaxation,12,relaxation,relaxation,NN,_,10,nmod
17845737,32,.,13,.,.,.,_,8,punct
17845737,33,However,1,However,however,RB,_,18,advmod
17845737,34,",",2,",",",",",",_,18,punct
17845737,35,while,3,while,while,IN,_,5,mark
17845737,36,there,4,there,there,EX,_,5,expl
17845737,37,is,5,is,be,VBZ,_,18,advcl
17845737,38,much,6,much,much,JJ,_,8,amod
17845737,39,anecdotal,7,anecdotal,anecdotal,JJ,_,8,amod
17845737,40,evidence,8,evidence,evidence,NN,_,5,nsubj
17845737,41,to,9,to,to,TO,_,11,case
17845737,42,that,10,that,that,DT,_,11,det
17845737,43,effect,11,effect,effect,NN,_,8,nmod
17845737,44,",",12,",",",",",",_,18,punct
17845737,45,the,13,the,the,DT,_,15,det
17845737,46,empirical,14,empirical,empirical,JJ,_,15,amod
17845737,47,literature,15,literature,literature,NN,_,18,nsubj
17845737,48,is,16,is,be,VBZ,_,18,cop
17845737,49,very,17,very,very,RB,_,18,advmod
17845737,50,inconsistent,18,inconsistent,inconsistent,JJ,_,0,ROOT
17845737,51,.,19,.,.,.,_,18,punct
17845737,52,Failure,1,Failure,failure,NN,_,0,ROOT
17845737,53,to,2,to,to,TO,_,3,mark
17845737,54,employ,3,employ,employ,VB,_,1,acl
17845737,55,adequate,4,adequate,adequate,JJ,_,5,amod
17845737,56,placebos,5,placebos,placebo,NNS,_,3,dobj
17845737,57,",",6,",",",",",",_,1,punct
17845737,58,proper,7,proper,proper,JJ,_,8,amod
17845737,59,blinding,8,blinding,blinding,JJ,_,1,appos
17845737,60,",",9,",",",",",",_,8,punct
17845737,61,objective,10,objective,objective,JJ,_,11,amod
17845737,62,measures,11,measures,measure,NNS,_,8,conj
17845737,63,",",12,",",",",",",_,8,punct
17845737,64,or,13,or,or,CC,_,8,cc
17845737,65,screening,14,screening,screening,NN,_,8,conj
17845737,66,of,15,of,of,IN,_,17,case
17845737,67,prior,16,prior,prior,JJ,_,17,amod
17845737,68,beliefs,17,beliefs,belief,NNS,_,14,nmod
17845737,69,about,18,about,about,IN,_,20,case
17845737,70,aromatherapy,19,aromatherapy,aromatherapy,JJ,_,20,amod
17845737,71,means,20,means,means,NNS,_,17,nmod
17845737,72,that,21,that,that,IN,_,28,mark
17845737,73,many,22,many,many,JJ,_,24,amod
17845737,74,previous,23,previous,previous,JJ,_,24,amod
17845737,75,findings,24,findings,finding,NNS,_,28,nsubjpass
17845737,76,could,25,could,could,MD,_,28,aux
17845737,77,have,26,have,have,VB,_,28,aux
17845737,78,been,27,been,be,VBN,_,28,auxpass
17845737,79,influenced,28,influenced,influence,VBN,_,20,ccomp
17845737,80,by,29,by,by,IN,_,31,case
17845737,81,expectancy,30,expectancy,expectancy,NN,_,31,compound
17845737,82,biases,31,biases,bias,NNS,_,28,nmod
17845737,83,.,32,.,.,.,_,1,punct
17845737,84,The,1,The,the,DT,_,3,det
17845737,85,present,2,present,present,JJ,_,3,amod
17845737,86,study,3,study,study,NN,_,4,nsubj
17845737,87,sought,4,sought,seek,VBD,_,0,ROOT
17845737,88,to,5,to,to,TO,_,6,mark
17845737,89,establish,6,establish,establish,VB,_,4,xcomp
17845737,90,whether,7,whether,whether,IN,_,12,mark
17845737,91,lavender,8,lavender,lavender,NN,_,9,compound
17845737,92,aroma,9,aroma,aroma,NN,_,12,nsubj
17845737,93,and/or,10,and/or,and/or,CC,_,9,cc
17845737,94,expectancies,11,expectancies,expectancy,NNS,_,9,conj
17845737,95,affect,12,affect,affect,VBP,_,6,ccomp
17845737,96,post-stress,13,post-stress,post-stress,JJ,_,14,amod
17845737,97,relaxation,14,relaxation,relaxation,NN,_,12,dobj
17845737,98,.,15,.,.,.,_,4,punct
17845737,99,DESIGN,1,DESIGN,design,NN,_,23,compound
17845737,100,A,2,A,a,NN,_,23,compound
17845737,101,double-blind,3,double-blind,double-blind,JJ,_,23,amod
17845737,102,",",4,",",",",",",_,3,punct
17845737,103,3,5,3,3,CD,_,3,dep
17845737,104,(,6,-LRB-,-lrb-,-LRB-,_,7,punct
17845737,105,aroma,7,aroma,aroma,NN,_,5,appos
17845737,106,),8,-RRB-,-rrb-,-RRB-,_,7,punct
17845737,107,x,9,x,x,CC,_,5,cc
17845737,108,3,10,3,3,CD,_,5,conj
17845737,109,(,11,-LRB-,-lrb-,-LRB-,_,12,punct
17845737,110,instruction,12,instruction,instruction,NN,_,10,appos
17845737,111,),13,-RRB-,-rrb-,-RRB-,_,12,punct
17845737,112,x,14,x,x,CC,_,10,cc
17845737,113,10,15,10,10,CD,_,17,nummod
17845737,114,(,16,-LRB-,-lrb-,-LRB-,_,17,punct
17845737,115,time,17,time,time,NN,_,10,conj
17845737,116,in,18,in,in,IN,_,19,case
17845737,117,minutes,19,minutes,minute,NNS,_,17,nmod
17845737,118,),20,-RRB-,-rrb-,-RRB-,_,17,punct
17845737,119,mixed-factorial,21,mixed-factorial,mixed-factorial,JJ,_,23,amod
17845737,120,placebo-controlled,22,placebo-controlled,placebo-controlled,JJ,_,23,amod
17845737,121,trial,23,trial,trial,NN,_,0,ROOT
