doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
3739807,0,Abstinence,1,Abstinence,abstinence,NN,_,0,ROOT
3739807,1,or,2,or,or,CC,_,1,cc
3739807,2,controlled,3,controlled,control,VBN,_,1,conj
3739807,3,drinking,4,drinking,drinking,NN,_,1,dep
3739807,4,in,5,in,in,IN,_,7,case
3739807,5,clinical,6,clinical,clinical,JJ,_,7,amod
3739807,6,practice,7,practice,practice,NN,_,1,nmod
3739807,7,:,8,:,:,:,_,1,punct
3739807,8,indications,9,indications,indication,NNS,_,1,dep
3739807,9,at,10,at,at,IN,_,12,case
3739807,10,initial,11,initial,initial,JJ,_,12,amod
3739807,11,assessment,12,assessment,assessment,NN,_,9,nmod
3739807,12,.,13,.,.,.,_,1,punct
3739807,13,Previous,1,Previous,previous,JJ,_,2,amod
3739807,14,research,2,research,research,NN,_,4,nsubj
3739807,15,has,3,has,have,VBZ,_,4,aux
3739807,16,suggested,4,suggested,suggest,VBN,_,0,ROOT
3739807,17,two,5,two,two,CD,_,7,nummod
3739807,18,leading,6,leading,lead,VBG,_,7,amod
3739807,19,hypotheses,7,hypotheses,hypothesis,NNS,_,4,dobj
3739807,20,concerning,8,concerning,concern,VBG,_,7,acl
3739807,21,which,9,which,which,WDT,_,13,mark
3739807,22,excessive,10,excessive,excessive,JJ,_,11,amod
3739807,23,drinkers,11,drinkers,drinker,NNS,_,13,nsubj
3739807,24,can,12,can,can,MD,_,13,aux
3739807,25,re-establish,13,re-establish,re-establish,VB,_,8,ccomp
3739807,26,control,14,control,control,NN,_,13,dobj
3739807,27,:,15,:,:,:,_,7,punct
3739807,28,one,16,one,one,CD,_,7,dep
3739807,29,based,17,based,base,VBN,_,16,acl
3739807,30,upon,18,upon,upon,IN,_,19,case
3739807,31,level,19,level,level,NN,_,17,nmod
3739807,32,of,20,of,of,IN,_,21,case
3739807,33,dependence,21,dependence,dependence,NN,_,19,nmod
3739807,34,",",22,",",",",",",_,16,punct
3739807,35,the,23,the,the,DT,_,24,det
3739807,36,other,24,other,other,JJ,_,16,appos
3739807,37,upon,25,upon,upon,IN,_,30,case
3739807,38,the,26,the,the,DT,_,27,det
3739807,39,client,27,client,client,NN,_,30,nmod:poss
3739807,40,'s,28,'s,'s,POS,_,27,case
3739807,41,personal,29,personal,personal,JJ,_,30,amod
3739807,42,persuasion,30,persuasion,persuasion,NN,_,24,nmod
3739807,43,.,31,.,.,.,_,4,punct
3739807,44,Using,1,Using,use,VBG,_,26,advcl
3739807,45,initial,2,initial,initial,JJ,_,4,amod
3739807,46,assessment,3,assessment,assessment,NN,_,4,compound
3739807,47,data,4,data,datum,NNS,_,1,dobj
3739807,48,from,5,from,from,IN,_,7,case
3739807,49,46,6,46,46,CD,_,7,nummod
3739807,50,clients,7,clients,client,NNS,_,1,nmod
3739807,51,of,8,of,of,IN,_,14,case
3739807,52,a,9,a,a,DT,_,14,det
3739807,53,clinical,10,clinical,clinical,JJ,_,14,amod
3739807,54,psychology,11,psychology,psychology,NN,_,14,compound
3739807,55,alcohol,12,alcohol,alcohol,NN,_,14,compound
3739807,56,problems,13,problems,problem,NNS,_,14,compound
3739807,57,service,14,service,service,NN,_,7,nmod
3739807,58,(,15,-LRB-,-lrb-,-LRB-,_,17,punct
3739807,59,30,16,30,30,CD,_,17,nummod
3739807,60,men,17,men,man,NNS,_,14,dep
3739807,61,",",18,",",",",",",_,17,punct
3739807,62,16,19,16,16,CD,_,20,nummod
3739807,63,women,20,women,woman,NNS,_,17,appos
3739807,64,),21,-RRB-,-rrb-,-RRB-,_,17,punct
3739807,65,",",22,",",",",",",_,26,punct
3739807,66,an,23,an,a,DT,_,24,det
3739807,67,attempt,24,attempt,attempt,NN,_,26,nsubjpass
3739807,68,was,25,was,be,VBD,_,26,auxpass
3739807,69,made,26,made,make,VBN,_,0,ROOT
3739807,70,to,27,to,to,TO,_,28,mark
3739807,71,operationalize,28,operationalize,operationalize,VB,_,26,xcomp
3739807,72,the,29,the,the,DT,_,30,det
3739807,73,concepts,30,concepts,concept,NNS,_,28,dobj
3739807,74,of,31,of,of,IN,_,32,case
3739807,75,dependence,32,dependence,dependence,NN,_,30,nmod
3739807,76,and,33,and,and,CC,_,32,cc
3739807,77,personal,34,personal,personal,JJ,_,35,amod
3739807,78,persuasion,35,persuasion,persuasion,NN,_,32,conj
3739807,79,using,36,using,use,VBG,_,28,xcomp
3739807,80,a,37,a,a,DT,_,38,det
3739807,81,variety,38,variety,variety,NN,_,36,dobj
3739807,82,of,39,of,of,IN,_,40,case
3739807,83,indicators,40,indicators,indicator,NNS,_,38,nmod
3739807,84,of,41,of,of,IN,_,42,case
3739807,85,each,42,each,each,DT,_,40,nmod
3739807,86,.,43,.,.,.,_,26,punct
3739807,87,Although,1,Although,although,IN,_,11,mark
3739807,88,SADQ,2,SADQ,sadq,NN,_,3,compound
3739807,89,scores,3,scores,score,NNS,_,11,nsubj
3739807,90,and,4,and,and,CC,_,3,cc
3739807,91,Rand,5,Rand,Rand,NNP,_,7,compound
3739807,92,definite,6,definite,definite,JJ,_,7,amod
3739807,93,alcoholism,7,alcoholism,alcoholism,NN,_,3,conj
3739807,94,were,8,were,be,VBD,_,11,cop
3739807,95,in,9,in,in,IN,_,11,case
3739807,96,general,10,general,general,JJ,_,11,amod
3739807,97,agreement,11,agreement,agreement,NN,_,14,advcl
3739807,98,",",12,",",",",",",_,14,punct
3739807,99,there,13,there,there,EX,_,14,expl
3739807,100,were,14,were,be,VBD,_,0,ROOT
3739807,101,a,15,a,a,DT,_,16,det
3739807,102,number,16,number,number,NN,_,14,nsubj
3739807,103,of,17,of,of,IN,_,19,case
3739807,104,borderline,18,borderline,borderline,JJ,_,19,amod
3739807,105,instances,19,instances,instance,NNS,_,16,nmod
3739807,106,and,20,and,and,CC,_,19,cc
3739807,107,cases,21,cases,case,NNS,_,19,conj
3739807,108,of,22,of,of,IN,_,23,case
3739807,109,disagreement,23,disagreement,disagreement,NN,_,21,nmod
3739807,110,",",24,",",",",",",_,14,punct
3739807,111,and,25,and,and,CC,_,14,cc
3739807,112,neither,26,neither,neither,DT,_,30,nsubj
3739807,113,was,27,was,be,VBD,_,30,cop
3739807,114,in,28,in,in,IN,_,30,case
3739807,115,good,29,good,good,JJ,_,30,amod
3739807,116,agreement,30,agreement,agreement,NN,_,14,conj
3739807,117,with,31,with,with,IN,_,32,case
3739807,118,estimates,32,estimates,estimate,NNS,_,30,nmod
3739807,119,of,33,of,of,IN,_,35,case
3739807,120,problem,34,problem,problem,NN,_,35,compound
3739807,121,duration,35,duration,duration,NN,_,32,nmod
3739807,122,",",36,",",",",",",_,14,punct
3739807,123,nor,37,nor,nor,CC,_,14,cc
3739807,124,with,38,with,with,IN,_,39,case
3739807,125,reports,39,reports,report,NNS,_,14,conj
3739807,126,of,40,of,of,IN,_,44,case
3739807,127,recent,41,recent,recent,JJ,_,44,amod
3739807,128,or,42,or,or,CC,_,41,cc
3739807,129,earlier,43,earlier,earlier,RBR,_,41,conj
3739807,130,attainment,44,attainment,attainment,NN,_,39,nmod
3739807,131,of,45,of,of,IN,_,46,case
3739807,132,abstinence,46,abstinence,abstinence,NN,_,44,nmod
3739807,133,or,47,or,or,CC,_,46,cc
3739807,134,control,48,control,control,NN,_,46,conj
3739807,135,.,49,.,.,.,_,14,punct
3739807,136,Indicators,1,Indicators,Indicators,NNPS,_,7,nsubj
3739807,137,of,2,of,of,IN,_,4,case
3739807,138,personal,3,personal,personal,JJ,_,4,amod
3739807,139,persuasion,4,persuasion,persuasion,NN,_,1,nmod
3739807,140,were,5,were,be,VBD,_,7,cop
3739807,141,more,6,more,more,JJR,_,7,advmod
3739807,142,consistent,7,consistent,consistent,JJ,_,0,ROOT
3739807,143,.,8,.,.,.,_,7,punct
3739807,144,Those,1,Those,those,DT,_,7,nsubj
3739807,145,with,2,with,with,IN,_,4,case
3739807,146,dependence,3,dependence,dependence,NN,_,4,compound
3739807,147,indicators,4,indicators,indicator,NNS,_,1,nmod
3739807,148,for,5,for,for,IN,_,6,case
3739807,149,abstinence,6,abstinence,abstinence,NN,_,4,nmod
3739807,150,tended,7,tended,tend,VBD,_,0,ROOT
