doc,idx,Word_EBM,Sent_pos,Word,Lemma,UPOS,XPOS,HEAD,DEPREL
10155556,0,Treatment,1,Treatment,treatment,NN,_,0,ROOT
10155556,1,of,2,of,of,IN,_,4,case
10155556,2,polyarteritis,3,polyarteritis,polyarteritis,NN,_,4,compound
10155556,3,nodosa,4,nodosa,nodosa,NN,_,1,nmod
10155556,4,and,5,and,and,CC,_,4,cc
10155556,5,Churg-Strauss,6,Churg-Strauss,churg-strauss,JJ,_,7,amod
10155556,6,syndrome,7,syndrome,syndrome,NN,_,4,conj
10155556,7,:,8,:,:,:,_,1,punct
10155556,8,indications,9,indications,indication,NNS,_,1,dep
10155556,9,of,10,of,of,IN,_,12,case
10155556,10,plasma,11,plasma,plasma,NN,_,12,compound
10155556,11,exchanges,12,exchanges,exchange,NNS,_,9,nmod
10155556,12,.,13,.,.,.,_,1,punct
10155556,13,To,1,To,to,TO,_,2,mark
10155556,14,define,2,define,define,VB,_,21,advcl
10155556,15,the,3,the,the,DT,_,6,det
10155556,16,most,4,most,most,RBS,_,5,advmod
10155556,17,effective,5,effective,effective,JJ,_,6,amod
10155556,18,treatment,6,treatment,treatment,NN,_,2,dobj
10155556,19,for,7,for,for,IN,_,9,case
10155556,20,polyarteritis,8,polyarteritis,polyarteritis,NN,_,9,compound
10155556,21,nodosa,9,nodosa,nodosa,NN,_,6,nmod
10155556,22,(,10,-LRB-,-lrb-,-LRB-,_,11,punct
10155556,23,PAN,11,PAN,pan,NN,_,9,appos
10155556,24,),12,-RRB-,-rrb-,-RRB-,_,11,punct
10155556,25,and,13,and,and,CC,_,9,cc
10155556,26,Churg-Strauss,14,Churg-Strauss,churg-strauss,JJ,_,15,amod
10155556,27,syndrome,15,syndrome,syndrome,NN,_,9,conj
10155556,28,(,16,-LRB-,-lrb-,-LRB-,_,17,punct
10155556,29,CSS,17,CSS,css,NN,_,15,appos
10155556,30,),18,-RRB-,-rrb-,-RRB-,_,17,punct
10155556,31,",",19,",",",",",",_,21,punct
10155556,32,we,20,we,we,PRP,_,21,nsubj
10155556,33,undertook,21,undertook,undertake,VBD,_,0,ROOT
10155556,34,4,22,4,4,CD,_,26,nummod
10155556,35,consecutive,23,consecutive,consecutive,JJ,_,26,amod
10155556,36,prospective,24,prospective,prospective,JJ,_,26,amod
10155556,37,therapeutic,25,therapeutic,therapeutic,JJ,_,26,amod
10155556,38,trials,26,trials,trial,NNS,_,21,dobj
